"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0,0.1591,0,0,0,0,0,0,0,0,0,0,0,0,0.3341,0,0,0,0.3592,0
"X3",0,0,0.4073,0,0,0,0,0,0,0,0,0.5533,0,0,0,0,0,0,0,0
"X4",0,0,0,0.3511,0,0,0,0,0,0,0,0.2188,0,0,0.4459,0.1922,0,0,0,0
"X5",0,0,0,0,0.0077,0,0,0,0,0,0,0,0,0,0,0.4226,0,0,0,0
"X6",0,0,0,0,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0.4875,0
"X7",0,0,0,0,0,0,0.2146,0,0,0,0,0,0.3453,0,0,0,0,0,0,0.3502
"X8",0,0,0,0,0,0,0,0.2581,0,0,0.3276,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0258,0,0,0,0,0,0,0,0,0.6144,0,0
"X10",0,0,0,0,0,0,0,0,0,-0.0388,0,0.1677,0,0,0,0.7156,0,0,0,0
