"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2482,0,0.2833,0,0
"X2",0,0.1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2162,0.3964,0
"X3",0,0.1926,0.169,0,0,0,0,0,0,0,0,0.3922,0,0.2078,0,0,0.1865,0,0,0
"X4",0,0,-0.1919,-0.07,-0.2335,0,0,0,0,0,0,0.1003,0,0,0.5967,0.2718,0,0,0,0
"X5",0,0,0,0.2872,0.0136,0,0,0,0,0,0,0,0,0,0,0.3959,0,0,0,0
"X6",0,0,0,0,0,0.1681,0,0,0,0,0,0.237,0,0,0,0,0,0,0.3821,0
"X7",0,0,0,0,0,0,0.1259,0,0,0,0,0,0,0.3085,0,0,0,0,0,0.4657
"X8",0,0.2981,0,0,0,0,0,-0.0473,0.3034,0,-0.1395,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,-0.0245,0,0,0,0,0,0,0,0,0.6028,0,0
"X10",0,0,0,0,0,-0.2646,0,0,0,-0.0781,0,0,0,0,0,0.7426,0,0,0,0
