"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0.3476,0,0,0.3854,0.1767,0
"X3",0,0,0.2032,0,0,0,0,0,0,0,0,0.715,0,0,0,0,0,0,0,0
"X4",0,0,0,0.2304,0,0,0,0,0,0,0,0.2379,0,0,0.5896,0,0,0,0,0
"X5",0,0,0,0,0.2362,0,0,0,0,-0.2408,0,0,0,0,0,0.5732,0,0,0,0
"X6",0,0,0,0,0,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0.5934,0
"X7",0,0,0,0,0,0,0.2209,-0.2402,0,0,0,0,0.421,0.323,0,0,0,0,0,0.0842
"X8",0,0,0,0,0,0,0,0.3325,0,0,0.3777,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.1808,0,0,0,0,0,0,0,0,0.7605,0,0
"X10",0,0,0,0,0,0,0,0,0,0.2571,0,0,0.248,0,0,0.5491,0,0,0,0
