"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.4796,0,0,0,0,0,0,0,0,0,0,0,0,0.2391,0,0,0,0,0,0
"X2",0,0.2042,0,0,0,0,0,0,0,0,0,0,0,0,0.2263,0.3366,0,0,0.4585,0
"X3",0,0,0.1732,0,0,0,0,0,0,0,0,0.4474,0,0,0,0,0.4009,0,0,0
"X4",0,0,0,0.0963,0.2964,0,0,0,0,0,0,0.2279,0,0,0.4135,0,0,0,0.21,0
"X5",0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0.4948,0,0,0,0
"X6",0,0,0,0,0,0.1568,0,0,0,0,0,0,0,0,0,0,0,0,0.6785,0
"X7",0,0,0,0,0,0,0.0355,0,0,0,0,0.2108,0,0,0,0,0,0,0,0.3357
"X8",0,0,0,0,0,0,0,0.1868,0.4594,-0.2297,0.1858,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0.2653,-0.3198,0.0209,0,0,-0.5812,0,0,0,0,0,0.9219,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0985,0,0,0,0,0,0.7617,0,0,0,0
