"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.009,0.0139,0.0119,0.0119,0,0.0023,0,0,0,0.0026,0,0.011,0.0092,0.0139,0.0081,0.0024,0.0066,0,0,0.0021
"X2",0,0.0144,0.0108,0,0,0.0029,0.0075,0,0,0,0,0,0.0107,0,0,0.0029,0.007,0,0,0.0027
"X3",0,0.0038,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4",0.0223,0.0382,0.0182,0.0282,0.0135,0.0076,0.0105,0.0345,0.036,0.0076,0.0607,0,0.0121,0,0,0,0.0076,0,0.0081,0
"X5",0.0052,0.0087,0,0.0064,0.0041,0.0015,0.003,0.0066,0.0074,0.0015,0.0096,0,0.0033,0.0063,0,0.001,0.0025,0.0032,0.0036,0.001
"X6",0,0,0,0,0,0.0136,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0.0136
"X7",0,0.0153,0.0135,0,0,0.0059,0.015,0,0,0,0,0,0,0,0,0.0054,0,0,0,0.0054
"X8",0,0,0.0163,0,0,0.0063,0,0.0203,0.0198,0.0067,0,0,0.0106,0,0,0.0062,0,0,0,0.006
"X9",0,0,0,0.0148,0.0096,0.0049,0.0098,0,0.0077,0,0.0184,0,0.0118,0.0157,0,0.0036,0.0074,0.0067,0,0.0035
"X10",0,0,0,0,0,0.0136,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0
