"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","status"
"concat_BOLD3TRfilt_47",339.9417,115,115,0,0.0343,0.025,0.9795,0.9876,144469.7698,143846.679,-71808.3395,0.1533,0.308,0.5078,0.596,0.3108,0.377,0.3974,0.3358,0.5908,0.616,"converged normally"
"concat_BOLD3TRfilt_48",294.3773,115,115,0,0.0306,0.0233,0.9845,0.9906,141962.918,141339.8272,-70554.9136,0.2274,0.4236,0.6091,0.5476,0.3121,0.4796,0.3751,0.317,0.593,0.558,"converged normally"
"concat_BOLD3TRfilt_49",283.2579,115,115,0,0.0296,0.0229,0.9852,0.991,143223.7704,142600.6796,-71185.3398,0.1888,0.3537,0.5544,0.5763,0.294,0.4684,0.3448,0.2923,0.5904,0.6257,"converged normally"
"concat_BOLD3TRfilt_50",333.4874,115,115,0,0.0338,0.0343,0.9796,0.9877,140790.3327,140167.2419,-69968.621,0.208,0.3664,0.5361,0.5412,0.3208,0.4235,0.3281,0.3468,0.6,0.5734,"converged normally"
"concat_BOLD3TRfilt_51",460.0846,115,115,0,0.0424,0.0298,0.9707,0.9823,143083.6116,142460.5208,-71115.2604,0.2166,0.3619,0.5484,0.5866,0.3383,0.4353,0.4321,0.2915,0.6091,0.6107,"converged normally"
"concat_BOLD3TRfilt_52",330.083,115,115,0,0.0335,0.0274,0.9808,0.9884,141588.8161,140965.7253,-70367.8627,0.1981,0.3281,0.5781,0.5495,0.287,0.4566,0.3983,0.2984,0.58,0.6015,"converged normally"
"concat_BOLD3TRfilt_53",307.387,115,115,0,0.0317,0.0261,0.9812,0.9886,141234.7586,140611.6678,-70190.8339,0.1699,0.2732,0.5175,0.5053,0.285,0.4452,0.3472,0.304,0.5628,0.6008,"converged normally"
"concat_BOLD3TRfilt_54",331.9249,115,115,0,0.0336,0.0252,0.981,0.9885,140764.1506,140141.0598,-69955.5299,0.1702,0.3696,0.5881,0.5701,0.3281,0.4222,0.3689,0.3502,0.602,0.5794,"converged normally"
"concat_BOLD3TRfilt_55",284.7141,115,115,0,0.0298,0.0225,0.9853,0.9911,142199.6511,141576.5603,-70673.2802,0.1964,0.4645,0.5483,0.6098,0.3294,0.3932,0.3555,0.3316,0.5798,0.6037,"converged normally"
"concat_BOLD3TRfilt_56",378.448,115,115,0,0.0371,0.0265,0.9753,0.985,142634.806,142011.7152,-70890.8576,0.1568,0.2763,0.574,0.5536,0.285,0.4335,0.3373,0.2897,0.5834,0.5835,"converged normally"
"concat_BOLD3TRfilt_57",400.7824,115,115,0,0.0386,0.0257,0.9726,0.9834,143800.0325,143176.9417,-71473.4708,0.1706,0.3251,0.5135,0.5371,0.2847,0.3554,0.3644,0.3105,0.5983,0.5599,"converged normally"
"concat_BOLD3TRfilt_58",315.0257,115,115,0,0.0323,0.0284,0.9832,0.9898,141145.7411,140522.6503,-70146.3252,0.1697,0.3639,0.5686,0.554,0.2871,0.4714,0.4201,0.3632,0.6145,0.6542,"converged normally"
"concat_BOLD3TRfilt_59",413.3084,115,115,0,0.0395,0.0292,0.9705,0.9822,143651.4067,143028.316,-71399.158,0.1529,0.3038,0.4738,0.5547,0.324,0.4247,0.3334,0.3028,0.5501,0.561,"converged normally"
"concat_BOLD3TRfilt_60",364.6061,115,115,0,0.0361,0.0274,0.9777,0.9865,141078.268,140455.1772,-70112.5886,0.217,0.3529,0.5719,0.5975,0.3223,0.422,0.3466,0.2916,0.5576,0.6037,"converged normally"
