"file","lhs","op","rhs","beta","se","z","pval","level"
"data1",NA,NA,NA,NA,NA,NA,NA,NA
"data10","X1","~","X1lag",0.9798705815466,0.00154934515631065,632.441762608856,0,"group"
"data10","X2","~","X2lag",18.371537556794,3.9035944698667,4.70631304009953,2.5223709632094e-06,"group"
"data10","X3","~","X3lag",-0.365649871535058,0.0152466649733809,-23.9822854488798,0,"group"
"data10","X4","~","X4lag",6.58248289195635,0.365582034957639,18.0054878591589,0,"group"
"data10","X5","~","X5lag",0.0298873788118609,0.00814064797876815,3.67137590150207,0.000241248211394041,"group"
"data10","X6","~","X6lag",-0.293616947963819,0.0104795546628108,-28.0180749479545,0,"group"
"data10","X7","~","X7lag",0.34101387633217,0.00712708546197768,47.8475918594559,0,"group"
"data10","X8","~","X8lag",0.466162891084354,0.0119395415325519,39.0436173628116,0,"group"
"data10","X9","~","X9lag",0.300767684160133,0.00871068107669434,34.5286070643598,0,"group"
"data10","X10","~","X10lag",-0.903710244889598,0.0143726326206797,-62.8771547106352,0,"group"
"data10","X5","~","X4",1.0616700854909,0.011225279962399,94.5784950617843,0,"group"
"data10","X1","~","X5",0.0400278996318471,0.00072631587017319,55.1108701814576,0,"group"
"data10","X3","~","X8",0.439139242732305,0.015635951783092,28.0852262033175,0,"group"
"data10","X4","~","X7lag",-3.13460641353636,0.170249606041159,-18.4118277065413,0,"group"
"data10","X10","~","X6lag",-1.19731493855471,0.0127402229151552,-93.9791200301869,0,"group"
"data10","X8","~","X2",-1.16764169918665,0.0119408700737113,-97.7853114537525,0,"group"
"data10","X7","~","X6lag",-0.789176156147919,0.0073554003397679,-107.292073808837,0,"group"
"data10","X6","~","X10",-0.897595141339996,0.00737576722284554,-121.695155801529,0,"group"
"data10","X2","~","X3lag",13.6178339365167,2.84992233939098,4.77831755212908,1.767680561926e-06,"group"
"data10","X4","~","X9lag",-2.34134183331203,0.13902317798761,-16.8413775832451,0,"group"
"data10","X1","~","X7lag",-0.00242929901615866,0.000245153589262943,-9.90929410196431,0,"group"
"data10","X7","~","X2lag",-0.428577764670282,0.00753179068135978,-56.902506030997,0,"group"
"data10","X5","~","X9lag",-0.142215918116803,0.0056012793211288,-25.3898993360935,0,"group"
"data10","X4","~","X5",-5.37449107666944,0.351314139935734,-15.29824867753,0,"group"
"data10","X9","~","X10",-0.51801749107075,0.00778311118855309,-66.5566093714063,0,"group"
"data10","X9","~","X2lag",0.784798043208618,0.0108124746934992,72.5826478632557,0,"group"
"data10","X2","~","X8",16.621298800439,3.71154831036445,4.47826551361981,7.5251968953971e-06,"group"
"data10","X1","~","X8",0.00210402321583451,0.000192930637567922,10.905594064052,0,"group"
"data10","X4","~","X5lag",-1.75960394732809,0.0998301697641228,-17.6259737060014,0,"group"
"data10","X4","~","X10",0.650803845476015,0.0392085758782404,16.5985076197881,0,"group"
"data10","X9","~","X8lag",0.388641124014709,0.0118154477773925,32.8926276292573,0,"group"
