"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0
"X2",0,0.0207,0,0,0,0,0,0,0,0,0,0,0,0,0.0261,0.0236,0,0,0.0333,0
"X3",0,0,0.0173,0,0,0,0,0,0,0,0,0.0181,0,0.0199,0,0,0,0,0,0
"X4",0,0,0,0.0171,0,0,0,0,0,0,0.0199,0.0174,0,0,0.0186,0,0,0,0,0
"X5",0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0,0
"X6",0,0,0,0,0,0.0205,0,0,0,0,0.0303,0,0,0,0,0,0.0328,0,0.0275,0
"X7",0,0,0,0,0,0,0.0197,0,0,0,0,0,0.0203,0.0202,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0206,0,0,0,0.0263,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0161,0,0,0,0,0.0193,0,0,0,0.0176,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0167,0,0,0,0,0,0.0137,0.0204,0,0,0
