"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0
"X2",0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0.0288,0,0,0.0318,0
"X3",0,0,0.0164,0,0,0,0,0,0,0,0,0.0164,0,0.0157,0,0,0,0,0,0
"X4",0,0,0,0.0174,0,0,0,0,0,0,0.0226,0.0201,0,0,0.0221,0,0,0,0,0
"X5",0,0,0,0,0.0206,0,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,0
"X6",0,0,0,0,0,0.0187,0,0,0,0,0.0235,0,0,0,0,0,0.0242,0,0.0211,0
"X7",0,0,0,0,0,0,0.0207,0,0,0,0,0,0.0225,0.0184,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0211,0,0,0,0.0261,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0.0165,0,0,0,0.0174,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0,0.0171,0.0199,0,0,0
