"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178,0,0
"X2",0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.0289,0,0,0.0309,0
"X3",0,0,0.0162,0,0,0,0,0,0,0,0,0.0183,0,0.0182,0,0,0,0,0,0
"X4",0,0,0,0.0167,0,0,0,0,0,0,0.0209,0.0187,0,0,0.0187,0,0,0,0,0
"X5",0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0.0219,0,0,0,0
"X6",0,0,0,0,0,0.0182,0,0,0,0,0.023,0,0,0,0,0,0.0223,0,0.0194,0
"X7",0,0,0,0,0,0,0.0204,0,0,0,0,0,0.0216,0.0207,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0215,0,0,0,0.0272,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0156,0,0,0,0,0.0187,0,0,0,0.0178,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0,0,0.0196,0.0209,0,0,0
