"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203,0,0
"X2",0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0.0244,0,0,0.03,0
"X3",0,0,0.0164,0,0,0,0,0,0,0,0,0.0189,0,0.0183,0,0,0,0,0,0
"X4",0,0,0,0.0165,0,0,0,0,0,0,0.0185,0.0193,0,0,0.0192,0,0,0,0,0
"X5",0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,0
"X6",0,0,0,0,0,0.0194,0,0,0,0,0.0248,0,0,0,0,0,0.029,0,0.0251,0
"X7",0,0,0,0,0,0,0.0202,0,0,0,0,0,0.0191,0.0187,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0205,0,0,0,0.0257,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0158,0,0,0,0,0.0179,0,0,0,0.0173,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0158,0,0,0,0,0,0.0137,0.0192,0,0,0
