"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877,0,0,0,0
"X2",0,0.6559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1824,0,0
"X3",0,0,0.4666,0,0,0,0,0,0,0,0,0.4951,0,0,0,0,0,0,0,0
"X4",0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.2124,0.1857,0,0,0
"X5",0,0,0,0,0.5714,0,0,0,0,0,0,0,0,0.2926,0,0,0,0,0,0
"X6",0,0,0,0,0,0.4954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3368
"X7",0,0,0,0,0,0,0.6855,0,0,0,0,0,0.1083,0,0,0,0,0,0,-0.0381
"X8",0,0,0,0,0,0,0,0.5652,0,0,0,0,0,0,0,0,0,0,0.3439,0
"X9",0,0,0,0,0,0,0,0,0.6049,0,0,0,0,0,0,0.2773,0,0,0,0
"X10",0,0,0,0,0,0.4343,0,0,0,0.3588,0,-0.0064,0,0,0,0,0.2054,0,0,0
