"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1883,0,0,0,0
"X2",0,0.5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0.3549,0
"X3",0,0,0.5071,0,0,0,0,0,0,0,0,0.4032,0,0,0,0,0,0,0,0
"X4",0,0,0,0.7078,0,0,0,0,0,0,0,0,0,0,0,0.2507,0,0,0,0
"X5",0,0,0,0,0.5004,0,0,0,0,0,0,0,0,0.3662,0,0,0,0,0,0
"X6",0,0,0,0,0,0.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757
"X7",0,0,0,0,0,0,0.599,0,0,0,0,0,0.1417,0,0,0,0,0,0,0.133
"X8",0,0,0,0,0,0,0,0.5138,0,0,0,0,0,0,0,0,0,0,0.4711,0
"X9",0,0,0,0,0,0,0,0,0.5359,0,0,0,0,0,0,0.4081,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.4931,0,-0.0132,0,0,0,0.4777,0,0,0,0
