"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379,0,0,0,0
"X2",0,0.4577,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0,0.2111,0,0
"X3",0,0,0.573,0,0,0,0,0,0,0,0,0.2827,0,0,0,0,0,0,0,0
"X4",0,0,0,0.6066,0,0,0,0,0,0,0,0,0,0,0,0.2759,0,0,0,0
"X5",0,0,0,0,0.5414,0,0,0,0,0,0,0,0,0.3629,0,0,0,0,0,0
"X6",0,0,0,0,0,1.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3346
"X7",0,0,0,0,0,0,0.6395,0,0,0,0,0,0.1804,0,0,0,0,0,0,0.0889
"X8",0,0,0,0,0,0,0,0.5684,0,0,0,0,0,0,0,0.1967,0,0,0.1653,0
"X9",0,0,0,0,0,0,0,0.2836,0.5128,0,0,0,0,0,0,0.2001,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.4376,0,0.0072,0,0,0,0.579,0,0,0,0
