"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1701,0,0,0,0
"X2",0,0.5725,0,0,0,0,0,0,0,0,0,0,0,0.2294,0,0,0,0.1395,0,0
"X3",0,0,0.3793,0,0,0,0,0,0,0,0,0.5002,0,0,0,0,0,0,0,0
"X4",0,0,0,0.6695,0,0,0,0,0,0,0,0,0,0,0,0.1006,0,0,0,0
"X5",0,0,0,0,0.5892,0,0,0,0,0,0,0,0,0.3475,0,0,0,0,0,0
"X6",0,0,0,0,0,0.5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536
"X7",0,0,0,0,0,0,0.5876,0,0,0,0,0,0.1581,0,0,0,0,0,0,0.2279
"X8",0,0,0,0,0,0,0,0.6721,0,0,0,0,0,0,0,0,0,0,0.1567,0
"X9",0,0,0,0,0,0,0,0,0.4465,0,0,0,0,0,0,0.1975,0,0.3332,0,0
"X10",0,0,0,0,0,0,0,0,0,1.0075,0,0.1702,0,0,0,-0.4458,0,0,0,0
