"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0
"X2",0,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022,0.3255,0
"X3",0,0,0.3752,0,0,0,0,0,0,0,0,0.5649,0,0,0,0,0,0,0,0
"X4",0,0,0,0.5758,0,0,0,0,0,0,0,0,0,0,0,0.3046,0,0,0,0
"X5",0,0,0,0,0.4594,0,0,0,0,0,0,0,0,0.4818,0,0,0,0,0,0
"X6",0,0,0,0,0,0.5773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2463
"X7",0,0,0,0,0,0,0.5886,0,0,0,0,0,0.206,0,0,0,0,0,0,0.1149
"X8",0,0,0,0,0,0,0,0.5627,0,0,0,0,0,0,0,0,0,0,0.3615,0
"X9",0,0,0,0,0,0,0,0,0.6782,0,0,0,0,0,0,0.2221,0,0,0,0
"X10",0,0,0,0,0,0.325,0,0,0,0.4267,0,0.1507,0,0,0,0,0,0,0,0
