"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1541,0,0,0,0
"X2",0,0.6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2514,0,0
"X3",0,0,0.4543,0,0,0,0,0,0,0,0,0.4903,0,0,0,0,0,0,0,0
"X4",0,0,0,0.4416,0.2675,0,0,0,0,0,0,0,0,0,0,0.0932,0,0,0.2303,0
"X5",0,0,0,0,0.5551,0,0,0,0,0,0,0,0,0.2735,0,0,0,0,0,0
"X6",0,0,0,0,0,0.4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4532
"X7",0,0,0,0,0,0,0.5636,0,0,0,0,0,0.1671,0,0,0,0,0,0,0.1482
"X8",0,0,0,0,0,0,0,0.4624,0,0,0,0,0,0,0,0,0,0,0.4605,0
"X9",0,0,0,0,0,0,0,0,0.5251,0,0,0,0,0,0,0.4111,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.6688,0,0.1755,0,0,0,0,0,0,0,0
