"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",-0.2012,-0.1146,-0.2135,0.1118,0,0.1135,0,0,0,-0.0955,0,0.2628,-0.1938,1.0306,0.3708,-0.0171,0.1456,0,0,-0.0401
"X2",0,0.1097,-0.7204,0,0,-0.0189,0.0595,0,0,0,0,0,0.3298,0,0,0.0501,-0.3185,0,0,-0.0296
"X3",0,1.033,-0.7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4",-0.494,1.7226,0.2061,-1.1229,0.3988,0.1936,0.211,1.5133,-1.7413,-0.207,-2.1429,0,0.1734,0,0,0,-0.1196,0,-0.0871,0
"X5",0.138,-0.298,0,-0.221,-0.6292,0.0275,-0.3243,0.1701,0.2314,-0.0368,0.5899,0,0.0304,-0.0316,0,0.012,-0.0223,0.0326,-0.0953,0.0098
"X6",0,0,0,0,0,0.2305,0,0,0,-0.3201,0,0,0,0,0,0,0,0,0,0.1943
"X7",0,0.848,0.2221,0,0,-0.0586,0.158,0,0,0,0,0,0,0,0,0.1672,0,0,0,-0.0913
"X8",0,0,1.0778,0,0,-0.1394,0,0.4374,-0.5417,-0.1693,0,0,-0.4323,0,0,0.0497,0,0,0,-0.03
"X9",0,0,0,0.2978,-0.0593,-0.1088,-0.0763,0,0.1047,0,0.3574,0,0.1913,0.304,0,-0.0805,0.2991,0.7125,0,-0.1071
"X10",0,0,0,0,0,0.2726,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0
