"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371,0,0
"X2",0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446,0.0494,0
"X3",0,0,0.0301,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0.0321,0,0,0
"X4",0,0,0,0.0354,0,0,0,0,0,0,0,0.0428,0,0,0,0.034,0,0,0,0
"X5",0,0,0,0,0.035,0,0,0,0.0411,0,0,0,0,0.043,0,0.0345,0,0,0,0
"X6",0,0,0,0,0,0.0465,0,0,0,0.0529,0,0,0,0,0,0,0,0,0,0.0398
"X7",0,0,0,0,0,0,0.0371,0,0,0,0,0,0,0.0306,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0341,0,0,0,0,0,0,0,0,0,0,0.0364,0
"X9",0,0,0,0,0,0,0,0.0459,0.0488,0,0,0,0,0,0,0.0266,0,0,0,0
"X10",0,0,0,0,0,0.0451,0,0,0,0.0547,0,0,0,0,0,0,0.0454,0,0,0
