"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317,0,0
"X2",0,0.0329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421,0.0391,0
"X3",0,0,0.0261,0,0,0,0,0,0,0,0,0.0301,0,0,0,0,0.0285,0,0,0
"X4",0,0,0,0.0316,0,0,0,0,0,0,0,0.0365,0,0,0,0.0384,0,0,0,0
"X5",0,0,0,0,0.0385,0.0389,0,0,0,0,0,0,0,0.0379,0,0.0383,0,0,0,0
"X6",0,0,0,0,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275
"X7",0,0,0,0,0,0,0.0346,0,0,0,0,0.0404,0,0.0417,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0344,0,0,0,0,0,0,0,0,0,0,0.0316,0
"X9",0,0,0,0,0,0,0,0,0.0361,0,0,0,0,0,0,0.0409,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0413,0,0,0,0,0,0,0.0449,0,0,0
