"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0373,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0,0,0,0.0296,0,0
"X2",0,0.0317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503,0.0455,0
"X3",0,0,0.0296,0,0,0,0,0,0,0,0,0.0331,0,0,0,0,0.0267,0,0,0
"X4",0,0,0,0.0439,0,0,0,0,0,0,0,0.0469,0,0,0,0.0672,0,0,0,0
"X5",0,0,0,0,0.0316,0,0,0,0,0,0,0,0,0.0274,0,0,0,0,0,0
"X6",0,0,0,0,0,0.035,0,0,0.0283,0,0,0,0,0,0,0,0,0,0,0.0251
"X7",0,0,0,0,0,0,0.0383,0,0,0,0,0,0,0.0454,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0246,0,0,0,0,0,0,0,0,0,0,0.0229,0
"X9",0,0,0,0,0,0.0546,0,0,0.0446,0,0,0,0,0,0,0.0467,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0458,0,0,0.0342,0,0,0
