"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266,0,0
"X2",0,0.0478,0.0449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.0471,0
"X3",0,0,0.0318,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0.0384,0,0,0
"X4",0,0,0,0.034,0,0,0,0,0,0,0,0.0405,0,0,0,0.0484,0,0,0,0
"X5",0,0,0,0.0423,0.0453,0,0,0,0,0,0,0,0,0.0357,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0322,0,0.0237,0,0,0,0,0,0,0,0,0,0,0,0.028
"X7",0,0,0,0,0,0,0.0367,0,0,0,0,0,0,0.0307,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0452,0.0448,0,0,0,0,0,0,0,0,0,0.0318,0
"X9",0,0,0,0,0,0,0,0.0521,0.0534,0,0,0,0,0,0,0.0536,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0381,0,0.0373,0,0,0,0,0.0445,0,0,0
