"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0,0,0,0.037,0,0
"X2",0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615,0.0525,0
"X3",0,0,0.0311,0,0,0,0,0,0,0,0,0.0301,0,0,0,0,0.0341,0,0,0
"X4",0,0,0,0.0908,0.0949,0.0811,0,0,0,0,0,0.0866,0,0,0.1934,0.1232,0,0,0,0
"X5",0,0,0,0,0.0338,0,0,0,0,0,0,0,0,0.0485,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394
"X7",0,0,0,0,0,0,0.035,0,0,0,0,0,0,0.0277,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0262,0,0,0,0,0,0,0,0,0,0,0.0233,0
"X9",0,0,0,0,0,0,0,0,0.0312,0,0,0,0,0,0,0.03,0,0,0,0
"X10",0,0,0,0,0,0.0468,0,0,0,0.0598,0,0,0,0,0,0,0.0422,0,0,0
