X1	X2	X3	X4	X5	X6	X7
0.614708	-0.201380	0.386243	0.086896	0.156604	0.042786	0.559923
0.440543	-0.180773	0.346672	0.005567	0.049301	0.055075	0.504390
0.121188	-0.146357	0.272082	-0.133348	-0.141191	0.077072	0.403932
-0.290123	-0.109446	0.171527	-0.287337	-0.370997	0.104052	0.277492
-0.724562	-0.081953	0.058239	-0.404210	-0.584564	0.129981	0.148366
-1.108845	-0.071977	-0.051333	-0.433601	-0.725062	0.148745	0.039349
-1.377107	-0.080139	-0.139409	-0.338747	-0.745410	0.155641	-0.031944
-1.481427	-0.097884	-0.189775	-0.106271	-0.618080	0.148896	-0.056469
-1.399424	-0.108412	-0.191313	0.248112	-0.341755	0.130972	-0.035193
-1.137650	-0.090231	-0.141590	0.679304	0.056422	0.109246	0.021745
-0.730192	-0.022705	-0.049410	1.118511	0.523739	0.095706	0.097922
-0.232968	0.107735	0.064523	1.484187	0.989800	0.105493	0.174877
0.285503	0.302222	0.169630	1.696629	1.378188	0.154250	0.236724
0.755159	0.546439	0.230245	1.693715	1.620198	0.254655	0.274017
1.115405	0.810969	0.212711	1.444753	1.668016	0.412633	0.285982
1.324373	1.055332	0.093479	0.959678	1.505018	0.624132	0.280511
1.364891	1.235154	-0.133506	0.291348	1.150818	0.873309	0.271927
1.246235	1.311126	-0.452000	-0.470085	0.659865	1.132743	0.276949
1.001602	1.257880	-0.822766	-1.210387	0.113298	1.366108	0.309829
0.681805	1.070856	-1.187824	-1.810044	-0.394828	1.533153	0.377713
0.346378	0.769363	-1.479360	-2.165572	-0.774682	1.596251	0.477413
0.053683	0.394963	-1.631983	-2.209391	-0.957947	1.527459	0.594382
-0.148315	0.005083	-1.596037	-1.924364	-0.912018	1.314669	0.704318
-0.229150	-0.337106	-1.349218	-1.349858	-0.648001	0.965488	0.777117
-0.179759	-0.574711	-0.903883	-0.577609	-0.220627	0.507875	0.782554
-0.012787	-0.668608	-0.308077	0.262449	0.280422	-0.012986	0.696503
0.240511	-0.606127	0.360412	1.024157	0.746498	-0.541032	0.506425
0.536099	-0.404850	1.006234	1.571159	1.070507	-1.018119	0.215013
0.824429	-0.110681	1.532816	1.802154	1.168043	-1.393401	-0.158851
1.058049	0.209861	1.859740	1.670420	0.995091	-1.631619	-0.582094
1.198189	0.481721	1.937657	1.193720	0.558436	-1.718614	-1.012034
1.219581	0.635633	1.757729	0.452311	-0.083395	-1.662903	-1.402725
1.112875	0.621908	1.353515	-0.424906	-0.829428	-1.492975	-1.711858
0.884781	0.420994	0.794837	-1.283676	-1.554088	-1.250994	-1.906934
0.556105	0.048664	0.174816	-1.972745	-2.130375	-0.984084	-1.969560
0.158451	-0.445370	-0.407310	-2.371922	-2.453988	-0.735237	-1.897223
-0.269910	-0.985281	-0.864111	-2.414223	-2.463508	-0.535668	-1.702332
-0.688225	-1.482081	-1.134946	-2.097803	-2.152599	-0.400226	-1.408919
-1.057183	-1.849399	-1.195131	-1.485255	-1.571769	-0.326771	-1.047908
-1.342253	-2.019138	-1.057597	-0.690404	-0.819063	-0.299391	-0.651944
-1.516430	-1.954120	-0.767047	0.144647	-0.021654	-0.294597	-0.250968
-1.562411	-1.655383	-0.388271	0.877604	0.688187	-0.288773	0.130718
-1.474233	-1.162716	0.008524	1.393397	1.197875	-0.265095	0.475444
-1.258318	-0.548340	0.362067	1.625350	1.435064	-0.218080	0.771371
