"file","lhs","op","rhs","beta","se","z","pval","level"
"data1","X1","~","X1lag",0.907184839425327,0.00580991843382511,156.144161016742,0,"group"
"data1","X2","~","X2lag",0.521012741792589,0.0196955458570852,26.4533283602883,0,"group"
"data1","X3","~","X3lag",0.130027440436045,0.0279305008124964,4.6553923722653,3.23364292631467e-06,"group"
"data1","X4","~","X4lag",-0.861175487373786,0.0275442624120029,-31.2651496886159,0,"group"
"data1","X5","~","X5lag",1.00365108496681,0.0346234515957871,28.9876092275251,0,"group"
"data1","X6","~","X6lag",-0.085150169223502,0.0110111281640389,-7.73310127309145,1.04360964314765e-14,"group"
"data1","X7","~","X7lag",0.246665908065865,0.00825307176695649,29.8877696730401,0,"group"
"data1","X8","~","X8lag",-0.134793678911983,0.0138865720211242,-9.70676411046122,0,"group"
"data1","X5","~","X6",0.261136068157793,0.0231831434928509,11.2640491673755,0,"group"
"data1","X1","~","X2lag",-0.666599234517302,0.0118873298476367,-56.0764480384823,0,"group"
"data1","X6","~","X7lag",-0.229981278787183,0.0142812529339452,-16.1037186198516,0,"group"
"data1","X7","~","X5lag",0.344381926313176,0.00964497374981679,35.7058438152532,0,"group"
"data1","X7","~","X5",0.552026371273257,0.00980323274059347,56.3106462817528,0,"group"
"data1","X2","~","X3lag",-0.501105297099916,0.0185296440062749,-27.0434389851322,0,"group"
"data1","X2","~","X3",0.778656595838938,0.00935211975131507,83.2599043366019,0,"group"
"data1","X1","~","X5",-0.133618110788673,0.00505673662395676,-26.4237829108292,0,"group"
"data1","X4","~","X3lag",2.16463069971794,0.0591654644607661,36.5860509918476,0,"group"
"data1","X4","~","X2lag",-0.899062820644644,0.0536717302877511,-16.751142842321,0,"group"
"data1","X6","~","X7",-0.829441184064832,0.0114057942869087,-72.7210366240644,0,"group"
"data1","X6","~","X2lag",0.0693473920446384,0.0151309428531375,4.58315074729522,4.58021592320002e-06,"group"
"data1","X5","~","X2lag",1.20262717054405,0.0344111019618855,34.9488130858497,0,"group"
"data1","X1","~","X7",0.060831515054962,0.0070160023381365,8.67039549349969,0,"group"
