"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.3874,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0.1743,0,0
"X2",0,0.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3284,0.2151,0.2855,0
"X3",0,0,0.3086,0,0,0,0,0,0,0,0,0.4939,0,0,0,0,0.2538,0,0,0
"X4",0,0,0,0.2062,0,0,0,0,0,0,0,0.4209,0,0,0,0.191,0,0,0,0
"X5",0,0,0,-0.2615,0.1401,0,0,0,0,0,0,0,0,0.803,0,0,0,0,0,0
"X6",0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0.2087,0,0,0,0,0.5732
"X7",0,0,0,0,0,0,0.3426,0,0,0,0,0,0,0.3289,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2424,0,0,0,0,0,0,0,0,0,0,0.6684,0
"X9",0,0,0,0,0,0,0,0,0.2558,0,0,0,0,0,0,0.5653,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.2235,0,0,0,0,0,0,0.4699,0,0,0
