"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4849,0,0
"X2",0,0.2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4664,0.2067,0
"X3",0,0,0.0261,0,0,0,0,0,0,0,0,0.7167,0,0,0,0,0.1587,0,0,0
"X4",0,0,0,0.2046,0,0,0,0,0,0,0,0.2343,0,0,0,0.3844,0,0,0,0
"X5",0,0,0,0,0.2594,0,0,0,0,0,0,0,0,0.4483,0,0,0,0,0,0
"X6",0,0,0,0,0,-0.0824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8055
"X7",0,0,0,0,0,0,0.1629,0,0,0,0,0,0,0.2728,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,-0.0605,0,0,0,0,0,0,0,0.3045,0,0,0.5298,0
"X9",0,0,0,0,0,0,0,0,0.3424,0,0,0,0,0,0,0.6189,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.3749,0,0,0,0,0,0,0.2721,0,0,0
