"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.1364,0,0,0,0,0,0,0,0,0,0,0,0,0.2017,0,0,0,0.2823,0,0
"X2",0,0.1834,0,0,0,0,0,0,-0.2324,0,0,0,0,0,0,0,0,0.3561,0.382,0
"X3",0,0,0.2365,0,0,0,0,0,0,0,0,0.5376,0,0,0,0,0.2541,0,0,0
"X4",0,0,0,0.0819,0.3085,0,0,0,0,0,0,0.3158,0,0,0,0.2604,0,0,0,0
"X5",0,0,0,-0.3294,0.0627,0,0,0,0,0,0,0,0,0.7165,0,0,0,0,0,0
"X6",0,0,0,0,0,0.1209,0,0,0.2377,0,0,0,0,0,0,0,0,0,0,0.5642
"X7",0,0,0,0,0,0,0.3719,0,0,0,0,0.1972,0,0.2937,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.3282,0,0,0,0,0,0,0,0,0,0,0.5574,0
"X9",0,0,0,0,0,-0.234,0,0,0.2405,0,0,0,0,0,0,0.5501,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.2991,0,0,0,0,0,0,0.3082,0,0,0
