"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2577,0,0
"X2",0,0.1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1595,0.3123,0
"X3",0,0.3061,0.2963,0,0,0,0,0,0,0,0,0.4133,0,0,0,0,0.0728,0,0,0
"X4",0,0,0,0.2826,0,0,0,0,0,0,0,0.308,0,0,0,0.296,0,0,0,0
"X5",0,0,0,0,0.2127,0,0,0,0,0,0,0,0,0.6883,0,0,0,0,0,0
"X6",0,0,0,0,0,0.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6806
"X7",0,0,0,0,0,0,0.3054,0,0,0,0,0,0,0.4817,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2626,0,0,0,0,0,0,0,0,0,0,0.6757,0
"X9",0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0.6122,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.1436,0,0.2989,0,0,0,0,0.3056,0,0,0
