"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.4216,0,0,0,0,0,0,0,0,0,0,0,0,0.2177,0,0,0,0.2267,0,0
"X2",0,0.0149,0.4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2436,0.2228,0
"X3",0,-0.2394,0.0301,0,0,0,0,0,0,0,0,0.6674,0,0,0,0,0.3025,0,0,0
"X4",0,0,0,0.1265,0,0,0,0,0,0,0,0.3225,0,0,0,0.3934,0,0,0,0
"X5",0,0,0,0,0.2769,0,0,0,0,0,0,0,0,0.6797,0,0,0,0,0,0
"X6",0,0,0,0,0,0.1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7145
"X7",0,0,0,0,0,0,0.2479,0,0,0,0,0,0,0.3066,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2512,0,0,0,0,0,0,0,0,0,0,0.6265,0
"X9",0,0,0,0,0,0,0,0,0.3096,0,0,0,0,0,0,0.4614,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.2705,0,0,0,0,0,0,0.3994,0,0,0
