"file","lhs","op","rhs","beta","se","z","pval","level"
"data1","X1","~","X1lag",-0.951081483749083,0.00977212091207606,-97.3260044883162,0,"group"
"data1","X2","~","X2lag",-0.876276664491536,0.0109306184411099,-80.1671624723328,0,"group"
"data1","X3","~","X3lag",-0.887832425332589,0.0117214378146436,-75.7443275622228,0,"group"
"data1","X4","~","X4lag",0.199659177817908,0.00341703021526411,58.4306152535662,0,"group"
"data1","X5","~","X5lag",-0.781125201175572,0.00551377029815503,-141.668070836564,0,"group"
"data1","X1","~","X3lag",0.772968413077313,0.00978159951926552,79.0227008941533,0,"group"
"data1","X2","~","X4lag",-0.969918586942317,0.0109228682115771,-88.7970602734454,0,"group"
"data1","X4","~","X3lag",-1.07640761971898,0.0027495297279681,-391.48790019246,0,"group"
"data1","X3","~","X4lag",1.071557093977,0.0118025644418294,90.7901921873263,0,"group"
"data1","X3","~","X5lag",0.0946608528667954,0.00204050271833768,46.390946709403,0,"group"
"data10","X1","~","X1lag",-0.954235657242732,0.0107380154900403,-88.8651779397971,0,"group"
"data10","X2","~","X2lag",-0.877331746167864,0.0111611577710818,-78.6058009538225,0,"group"
"data10","X3","~","X3lag",-0.887620711463169,0.0117255772976712,-75.6995317952879,0,"group"
"data10","X4","~","X4lag",0.195424617063224,0.00312458283175034,62.5442267292208,0,"group"
"data10","X5","~","X5lag",-0.757680834526477,0.00602401668536725,-125.776682585713,0,"group"
"data10","X1","~","X3lag",0.868720018579708,0.0107419263557898,80.8719022832882,0,"group"
"data10","X2","~","X4lag",-1.00106741936756,0.0111534991828334,-89.7536641154132,0,"group"
"data10","X4","~","X3lag",-1.07782900073684,0.00265623066499223,-405.773871577525,0,"group"
"data10","X3","~","X4lag",1.07244384008825,0.0117896766929892,90.9646522135749,0,"group"
"data10","X3","~","X5lag",0.078400988164707,0.00169810329636451,46.1697402817346,0,"group"
"data11","X1","~","X1lag",-0.953538563464853,0.00993292580884,-95.9977535134947,0,"group"
"data11","X2","~","X2lag",-0.877220062241609,0.0110163907959981,-79.6286259707013,0,"group"
"data11","X3","~","X3lag",-0.890713712379215,0.0117510034245098,-75.7989492643152,0,"group"
"data11","X4","~","X4lag",0.194824999235002,0.00322206390028415,60.4659017525445,0,"group"
"data11","X5","~","X5lag",-0.768311793436395,0.0057945698980313,-132.591686174573,0,"group"
"data11","X1","~","X3lag",0.787000453410411,0.00994053356122122,79.1708461687168,0,"group"
"data11","X2","~","X4lag",-0.980596312856156,0.011009159254684,-89.070953573403,0,"group"
"data11","X4","~","X3lag",-1.076471208168,0.00266387976923105,-404.099021510542,0,"group"
"data11","X3","~","X4lag",1.07201520061561,0.0118252478478814,90.6547764922886,0,"group"
"data11","X3","~","X5lag",0.0873734281137645,0.00185110340254249,47.2007279516407,0,"group"
"data12","X1","~","X1lag",-0.951087984501261,0.00983501240463484,-96.704299432612,0,"group"
"data12","X2","~","X2lag",-0.876644858058115,0.0109478888215462,-80.0743296125564,0,"group"
"data12","X3","~","X3lag",-0.888473190433613,0.011732450003493,-75.7278479916043,0,"group"
"data12","X4","~","X4lag",0.202271870399869,0.0034207862645511,59.1302276017566,0,"group"
"data12","X5","~","X5lag",-0.768011229118138,0.00580110070256758,-132.390604558582,0,"group"
"data12","X1","~","X3lag",0.779069047190022,0.00984427766731985,79.1392800485815,0,"group"
"data12","X2","~","X4lag",-0.97180463167397,0.0109399709236762,-88.8306411830396,0,"group"
"data12","X4","~","X3lag",-1.07802472763908,0.00277873990436884,-387.954527857814,0,"group"
"data12","X3","~","X4lag",1.07369688646859,0.011839886637891,90.6847269155816,0,"group"
"data12","X3","~","X5lag",0.0937359449433991,0.00202010199510516,46.4015902021419,0,"group"
"data13","X1","~","X1lag",-0.952353334635827,0.00975510491625662,-97.6261498785888,0,"group"
"data13","X2","~","X2lag",-0.876293706138812,0.0109031389778442,-80.3707728498636,0,"group"
"data13","X3","~","X3lag",-0.887382973794498,0.011691874860043,-75.897406054792,0,"group"
"data13","X4","~","X4lag",0.194768087787378,0.00344161155163326,56.5921182171034,0,"group"
"data13","X5","~","X5lag",-0.766272953237786,0.00583882185585707,-131.237597610401,0,"group"
"data13","X1","~","X3lag",0.770512443819972,0.00976570988877315,78.8997884020462,0,"group"
"data13","X2","~","X4lag",-0.966084676226976,0.0108946480564334,-88.6751615309401,0,"group"
"data13","X4","~","X3lag",-1.07354194888171,0.00270034231575917,-397.557725410045,0,"group"
"data13","X3","~","X4lag",1.06834815699561,0.0118098166930896,90.4627213749002,0,"group"
"data13","X3","~","X5lag",0.0997476500875302,0.00215272009703988,46.3356337986946,0,"group"
"data14","X1","~","X1lag",-0.949973985579788,0.0100336515859153,-94.678789416339,0,"group"
"data14","X2","~","X2lag",-0.875140011262858,0.0110513781907486,-79.1883144489129,0,"group"
"data14","X3","~","X3lag",-0.887527195643892,0.011733032898528,-75.6434592248727,0,"group"
"data14","X4","~","X4lag",0.202256973763066,0.00334843037292355,60.4035178388594,0,"group"
"data14","X5","~","X5lag",-0.767458004740641,0.00581311472868336,-132.021823163718,0,"group"
"data14","X1","~","X3lag",0.799346789952814,0.0100411128410524,79.6073903964843,0,"group"
"data14","X2","~","X4lag",-0.988224811440298,0.0110427027085921,-89.4912085853201,0,"group"
"data14","X4","~","X3lag",-1.07853032196462,0.00276790087509011,-389.656411351621,0,"group"
"data14","X3","~","X4lag",1.07506516282276,0.0118027282892801,91.0861570709202,0,"group"
"data14","X3","~","X5lag",0.0885342533848053,0.00192918049891533,45.8921565061347,0,"group"
