X1	X2	X3	X4	X5	X6	X7	X8
0.7663528229542373	-0.09255053435076674	-0.5023241997991147	-0.6625353713293896	0.6272145645614096	-0.23967271128577036	1.335785448957945	1.1822713213486207
0.6531702356692262	-0.07440652573222684	-0.6646930794581436	-0.759791660985149	0.6096631350445302	-0.6078106188403187	-0.20984325614403626	-2.2899213986269698
0.7000789371482599	-0.04846617966197226	-0.6530930992688947	-0.6143982592518945	0.8705155595557075	-1.4520572885338945	1.200669336038201	-1.7850547240649388
0.6700344490771035	-0.02632788546564263	-0.8681486000346701	-1.9604297854968538	1.1961264986422846	-1.7434322400733273	1.2014326732148666	-1.5512184960727724
1.0155698442889618	0.012904874386269354	-1.5837918850647639	-1.0544555144565202	1.4535633389365727	-2.4529990537818382	-0.6914292586113789	-1.3191438739580281
1.2736349137394243	0.058903829429682864	-1.2434182374893121	-1.880203225243577	1.6436254632852103	-1.3935326117911004	0.2349721617575353	-0.757097071020827
1.3727133900939246	0.10567034467626782	-1.9288673317411105	-2.005075958501062	1.7357080667486344	-0.9110333621539201	0.2113258605446057	-1.9810026632478472
1.7439378484656791	0.16779977650659567	-1.7235985665901499	-1.5215124213900189	1.934134046758681	-1.4229617027367545	0.5227729593361012	-0.22819479866529307
1.705144269042153	0.22112395029245507	-1.896352213640687	-2.4543395142366298	1.9821688826516262	-0.17096014386534295	1.2070209512038246	-0.14235630788352482
1.9490471285545252	0.28393831747758214	-2.1086300097976953	-1.6061243074863516	1.8747493847436782	-0.06618745421392774	1.798667017048148	-0.29259868612592976
1.9742459773356478	0.3429172421769425	-1.6458853259734405	-2.0447576910182534	1.911080238925812	1.9147884397146344	1.417476477441845	-0.7460572036113713
1.8576703864340884	0.3938479212075449	-2.045629267560988	-1.7998093593210196	1.7621898856921174	1.6127871772005886	0.8003459073587307	0.45560139475678774
1.941359925625098	0.4503373014046877	-1.6109862332297458	-1.0901292954258743	1.5393099763416989	0.43007382688014	0.7847289120599514	-0.5320698053856902
1.663428219899442	0.4916520663216111	-1.372479320648208	-1.6618948578497776	1.573686868899008	0.05848274969619684	0.7559750925001417	-1.07139185663741
1.5573834575081673	0.5293485914227523	-1.6379372307377473	-1.8324924928853428	1.7397234746817358	0.6310890332339002	0.6632743733079711	0.09052491177079236
1.6535321698272831	0.574234417319915	-1.7698917301101436	-1.5402012146156299	1.5399263734074438	0.9056113396367945	0.5467072274848815	0.2605331929905867
