"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","X1_r2","X2_r2","X3_r2","X4_r2","X5_r2","status"
"data1",27.279,11,54,0.0042,0.0172,0.0015,0.9997,0.9999,-90766.2341,-91118.1517,45613.0759,0.9998,0.9999,0.9998,0.9658,0.5729,"converged normally"
"data10",22.7772,11,54,0.019,0.0146,0.0025,0.9998,0.9999,-86575.8022,-86927.7198,43517.8599,0.9997,0.9999,0.9997,0.9656,0.5681,"converged normally"
"data11",27.0045,11,54,0.0046,0.0171,0.0021,0.9997,0.9999,-88109.6817,-88461.5993,44284.7997,0.9997,0.9999,0.9997,0.9622,0.548,"converged normally"
"data12",23.1894,11,54,0.0166,0.0149,0.0028,0.9998,0.9999,-91871.6531,-92223.5707,46165.7853,0.9998,0.9999,0.9998,0.9682,0.5748,"converged normally"
"data13",33.2256,11,54,5e-04,0.0201,0.0024,0.9996,0.9999,-86082.6934,-86434.611,43271.3055,0.9997,0.9999,0.9997,0.965,0.5644,"converged normally"
"data14",27.6972,11,54,0.0036,0.0174,0.0038,0.9997,0.9999,-85771.7396,-86123.6572,43115.8286,0.9997,0.9999,0.9997,0.9666,0.5768,"converged normally"
"data15",18.9887,11,54,0.0613,0.0121,0.0014,0.9999,1,-91652.8541,-92004.7717,46056.3859,0.9998,0.9999,0.9997,0.97,0.5941,"converged normally"
"data16",14.9873,11,54,0.1831,0.0085,0.0015,0.9999,1,-86870.597,-87222.5146,43665.2573,0.9997,0.9999,0.9997,0.9649,0.5718,"converged normally"
"data17",21.395,11,54,0.0295,0.0137,0.0059,0.9998,1,-95989.7224,-96341.6401,48224.82,0.9998,0.9999,0.9998,0.9662,0.5537,"converged normally"
"data18",46.7826,11,54,0,0.0255,0.0056,0.9994,0.9998,-95489.3655,-95841.2831,47974.6415,0.9998,0.9999,0.9998,0.9665,0.5677,"converged normally"
"data19",36.8052,11,54,1e-04,0.0217,0.0059,0.9996,0.9999,-93352.0454,-93703.9631,46905.9815,0.9998,0.9999,0.9998,0.9647,0.5318,"converged normally"
"data2",22.0015,11,54,0.0244,0.0141,0.0025,0.9998,1,-85052.6799,-85404.5975,42756.2987,0.9997,0.9999,0.9997,0.9653,0.5659,"converged normally"
"data20",29.8303,11,54,0.0017,0.0185,0.0046,0.9997,0.9999,-85080.4364,-85432.354,42770.177,0.9997,0.9999,0.9997,0.9663,0.5716,"converged normally"
"data21",48.2752,11,54,0,0.026,0.0043,0.9994,0.9998,-96782.9083,-97134.8259,48621.413,0.9998,0.9999,0.9998,0.969,0.5857,"converged normally"
"data22",22.7728,11,54,0.019,0.0146,0.0011,0.9998,0.9999,-92098.7205,-92450.6381,46279.3191,0.9998,0.9999,0.9998,0.9693,0.5832,"converged normally"
"data23",27.8849,11,54,0.0034,0.0175,6e-04,0.9997,0.9999,-90765.1775,-91117.0951,45612.5476,0.9997,0.9999,0.9997,0.9673,0.5818,"converged normally"
"data24",29.4613,11,54,0.0019,0.0183,0.0037,0.9997,0.9999,-82191.8403,-82543.758,41325.879,0.9997,0.9999,0.9997,0.9618,0.5636,"converged normally"
"data25",25.6336,11,54,0.0074,0.0163,0.0026,0.9997,0.9999,-87701.1862,-88053.1039,44080.5519,0.9997,0.9999,0.9997,0.9673,0.5795,"converged normally"
"data26",46.239,11,54,0,0.0253,0.0016,0.9994,0.9998,-89771.83,-90123.7476,45115.8738,0.9997,0.9999,0.9997,0.9677,0.5593,"converged normally"
"data27",35.6908,11,54,2e-04,0.0212,0.0021,0.9996,0.9999,-87806.6987,-88158.6164,44133.3082,0.9997,0.9999,0.9997,0.968,0.5911,"converged normally"
"data28",25.2566,11,54,0.0084,0.0161,0.0036,0.9997,0.9999,-82601.5014,-82953.419,41530.7095,0.9997,0.9999,0.9997,0.9642,0.5567,"converged normally"
"data29",25.094,11,54,0.0088,0.016,0.0017,0.9997,0.9999,-82666.3727,-83018.2904,41563.1452,0.9997,0.9999,0.9997,0.9627,0.5337,"converged normally"
"data3",14.0612,11,54,0.2296,0.0075,0.0024,0.9999,1,-92518.9032,-92870.8209,46489.4104,0.9998,0.9999,0.9998,0.9679,0.576,"converged normally"
"data30",40.4948,11,54,0,0.0232,0.0022,0.9995,0.9999,-91124.8776,-91476.7953,45792.3976,0.9998,0.9999,0.9998,0.9671,0.5619,"converged normally"
"data31",40.1417,11,54,0,0.023,9e-04,0.9995,0.9999,-88602.8068,-88954.7244,44531.3622,0.9997,0.9999,0.9997,0.9658,0.5721,"converged normally"
"data32",18.1072,11,54,0.0791,0.0114,0.0015,0.9999,1,-88446.7812,-88798.6988,44453.3494,0.9997,0.9999,0.9997,0.9649,0.5735,"converged normally"
"data33",33.8162,11,54,4e-04,0.0204,0.0037,0.9996,0.9999,-82658.4461,-83010.3637,41559.1819,0.9997,0.9999,0.9997,0.9643,0.564,"converged normally"
"data34",34.6309,11,54,3e-04,0.0207,0.002,0.9996,0.9999,-89602.7941,-89954.7117,45031.3559,0.9997,0.9999,0.9997,0.9669,0.5661,"converged normally"
"data35",40.3389,11,54,0,0.0231,8e-04,0.9995,0.9999,-88474.7765,-88826.6941,44467.347,0.9997,0.9999,0.9997,0.9667,0.566,"converged normally"
"data36",24.2042,11,54,0.0119,0.0155,0.0012,0.9998,0.9999,-87745.1633,-88097.0809,44102.5405,0.9997,0.9999,0.9997,0.9637,0.5744,"converged normally"
"data37",56.6556,11,54,0,0.0288,0.0033,0.9992,0.9998,-90134.8656,-90486.7832,45297.3916,0.9997,0.9999,0.9997,0.9686,0.574,"converged normally"
"data38",60.0862,11,54,0,0.0299,0.0019,0.9991,0.9998,-87931.3075,-88283.2251,44195.6126,0.9997,0.9999,0.9997,0.9628,0.5593,"converged normally"
"data39",31.5212,11,54,9e-04,0.0193,0.0048,0.9996,0.9999,-82737.6115,-83089.5291,41598.7646,0.9997,0.9999,0.9997,0.9645,0.5639,"converged normally"
"data4",40.6682,11,54,0,0.0232,0.0024,0.9995,0.9999,-84082.6341,-84434.5517,42271.2759,0.9997,0.9999,0.9997,0.9627,0.5624,"converged normally"
