X1	X2	X3	X4	X5	X6	X7	X8
-0.9003350044195136	-0.7921974275522544	-0.7678376415220123	0.6178317277365347	0.6981863858806012	-1.2435499547478548	-0.5926864483389974	-0.3509195310680184
0.922109376138269	0.8323336724801874	1.108524269222468	0.02346652969595303	-0.32098239746871143	1.4040188607486976	-0.5243767178582893	-0.6705608188092542
-1.1916451986760253	-1.0540910582601892	-1.8644943682770394	2.1233120470917326	1.582271258705714	-1.3242692790443427	-1.2949796173519383	-1.1380559755649446
1.3111231986398317	1.1945040795149013	0.48131134671967507	0.39046651797789944	0.6330410290819046	1.627255569717637	-1.6414918665484028	-1.0882428134582878
-1.1555851434467161	-1.1105398463365315	-1.4161228326158297	1.1393042738324037	2.216717778711328	-1.921608553589853	-0.7750307426116512	-2.022450102418854
1.4370596118545504	1.3206786289030124	2.0128616579852374	-0.413587795971015	0.5791904960940818	1.9310042145348247	-0.36888886221761463	-1.8206846297833554
-1.7692917373855779	-1.590390005401136	-1.8820413118887995	2.369548490380943	2.0702202707507085	-1.977508863182755	-0.2109739614154996	-0.7875634491557214
1.7731292132667558	1.629853060149541	1.1668846092990803	-0.0007085761520843198	0.14893271939029107	1.4855754918064052	0.48837939648097695	-0.4262224101799361
-1.7667643356079175	-1.6557828969301596	-1.6012253323662369	1.4165811265416075	1.1995752934385668	-1.6188530219995305	0.07267320167149692	-0.5016728902151065
1.7742959097750277	1.6817589532856416	1.1939279246865606	-0.6573416386473269	-0.5818324845575993	1.6114104917718854	-0.14607202874577663	0.012977227944502762
-1.6694194583594497	-1.629560584408722	-1.2667218518710688	0.36694219925480354	0.6432193120764251	-1.83955379649234	-0.3910202786278967	0.04169971881504633
1.7090469675083086	1.6769148534190708	1.941666541261611	-1.2656986306796456	-0.5837105223187337	1.3927315031313048	-1.3980972590457053	0.07059310823931603
-1.851033756405237	-1.7967189804928825	-1.1989002209107988	0.9552355007809332	0.6578708870561325	-1.9391076538043508	-0.933435145703044	0.5299295025824017
1.6614471958522357	1.6787920052721115	1.3783295498668577	-0.5315657962337708	-1.0362931267256434	2.085095929890941	-1.598415145477557	0.11482831423362727
-1.7746642827385088	-1.7788694282363016	-2.528150742212863	1.6419919442855022	0.304695186878475	-1.7050253553913406	-1.1958992369259418	0.4001405816063309
2.0250558068947746	1.9778338931879655	1.2299038306228522	-1.6169460219229252	-0.7945048818476097	1.2225747586337132	-0.515133454525522	0.31417896499579556
-1.6637170551428622	-1.7298062797817577	-0.2756782812431416	-0.45594509574114694	0.24304064693140226	-1.174578450546301	0.5725925005008558	0.8126783185849838
