X1	X2	X3	X4	X5	X6	X7	X8	X9
-0.242998	0.084351	0.867320	0.551353	0.075976	0.439740	0.431235	0.533446	-0.048468
-0.506393	-1.561838	0.064558	-0.044870	-0.543165	-0.865430	-0.064772	-0.095732	-0.769607
-1.131496	-0.455006	-0.098983	-0.459341	-1.054029	-0.198125	-0.155190	-0.667718	-1.155150
-0.804895	-0.653277	-0.511596	-0.314531	-0.748873	-0.253599	-0.313307	-0.594590	-1.284074
-0.613130	-0.699381	-1.691685	-0.875743	-0.629500	-0.431528	-0.272872	-0.345599	-1.277923
-0.891892	-0.494722	-1.246546	-1.157813	-0.750521	-0.501144	-0.516435	-0.701924	-1.216167
-1.394503	-1.488766	-1.864262	-1.761987	-1.006619	-1.302969	-0.447584	-0.952149	-1.145800
-0.731907	-1.200200	-2.638348	-1.189813	-0.603301	-1.021513	-1.037161	-0.655767	-1.089950
-0.990254	-1.806258	-1.318633	-0.790517	-0.892001	-1.982744	-1.301609	-0.755009	-1.052552
-0.687059	-1.116179	-1.699574	-0.337609	-0.582204	-1.112101	-1.639425	-0.290085	-0.782893
0.102883	0.019869	-0.319949	0.336255	-0.137751	0.058845	-0.749219	0.095495	-0.008118
0.962167	0.340258	0.156497	0.007040	0.906399	0.358028	-0.173838	0.291864	0.711299
1.361136	0.801212	0.585455	0.548163	1.404511	0.707310	0.297828	0.145222	1.094627
1.171422	0.019459	1.048619	0.512235	1.170696	0.480473	0.532526	0.847062	1.217401
0.816547	0.461355	0.796724	0.430090	0.899229	0.516428	0.496078	1.083012	1.201900
0.709074	0.680722	0.494385	1.096803	0.866710	0.811369	0.802220	0.867073	1.131779
0.640612	0.278001	0.955284	0.076243	0.838543	0.677582	1.133016	0.096170	1.056491
1.334564	1.709724	1.175661	0.929057	1.402276	1.494908	1.881666	1.262918	0.995474
1.811752	0.960531	2.031812	1.418096	1.560990	1.904945	1.624408	1.730378	0.948481
1.118593	0.729768	0.965505	1.244060	0.922805	1.246778	1.495390	0.720634	0.665536
-0.239842	0.175377	0.518123	0.209184	-0.227451	-0.513644	0.931147	0.062726	-0.121542
-0.967619	-0.400422	0.359152	0.106846	-0.757737	-1.321809	-1.051057	-0.469328	-0.850062
-1.280683	-0.245066	1.007478	-0.072460	-1.077953	-0.913164	-0.546833	-1.081389	-1.243478
-1.435272	-0.641886	1.456727	-0.422983	-1.375888	-0.686432	-0.994842	-0.957541	-1.380521
-0.610002	-0.553414	0.473959	0.021742	-0.594576	-0.470742	-0.934763	-0.393382	-1.383228
-1.070190	-0.688576	-0.553044	-0.361606	-1.030746	-0.381496	-0.699576	-0.946864	-1.331314
-1.690342	0.160902	-2.274500	-1.736182	-1.773400	-0.687705	-1.119976	-1.416774	-1.271772
-1.599758	-0.996099	-2.358821	-1.667305	-1.766820	-0.898013	-1.059726	-1.335174	-1.227485
-1.438307	-0.967138	-1.535224	-1.711874	-1.567429	-0.566266	-0.794121	-0.996096	-1.202635
-0.466324	-0.036301	-1.040830	-0.794868	-0.525475	-0.103045	-0.452489	-0.034194	-0.946263
0.317934	-0.069655	0.020148	0.482513	0.130802	-0.036178	-0.064619	0.670299	-0.186250
0.379016	0.101323	0.194659	0.237096	0.308847	-0.047696	-0.088449	0.725025	0.516683
0.782950	0.392190	-0.134519	0.561740	0.880581	-0.483640	-0.419042	-0.671774	0.882050
0.980025	0.027928	0.979743	0.148184	1.057355	0.071396	0.617660	0.244383	0.984894
0.903271	0.154492	0.626966	1.018899	0.767908	0.666947	0.244161	1.160639	0.947742
0.507050	0.158599	0.405420	0.448316	0.726964	0.245860	0.294441	0.775372	0.854986
0.535887	0.674223	0.134728	0.266100	0.503370	0.736343	0.752962	0.425173	0.755340
0.691132	0.344441	0.133985	0.468349	0.607605	0.488549	0.776685	0.446654	0.668242
-0.207676	0.623494	-1.185820	0.000552	-0.549165	-0.268746	-0.878102	-0.092343	-0.283927
-0.172629	-0.238037	-0.176340	-0.798599	-0.364716	-1.003474	0.030100	0.169905	-0.326738
-0.192229	-0.009226	0.145765	0.285228	-0.155772	0.530446	0.285738	0.002251	-0.368564
-0.235423	0.014640	0.171616	-0.259028	-0.043151	0.394368	0.341902	0.003932	-0.409161
-0.410671	-0.150758	0.274486	-0.070656	-0.142969	-0.215048	0.155770	-0.113263	-0.448035
-0.290703	0.118554	-0.189939	0.043771	-0.067065	0.549737	0.303671	0.110132	-0.485187
-0.408781	-0.486548	-0.139986	-0.477731	-0.090474	-0.306960	-0.334935	-0.164470	-0.520370
-0.378955	-0.683000	-0.839492	-0.759286	-0.142339	-0.253059	-0.611011	-0.257992	-0.553585
-0.554881	-0.246878	-0.490359	-0.848708	-0.540349	-0.288834	-0.696374	-0.863469	-0.584832
-0.501741	-0.377031	-0.453486	-0.396644	-0.148120	0.030249	-0.478792	-0.201396	-0.614357
-0.137543	-0.518532	-0.477754	-0.320101	-0.042604	-0.857636	-0.567654	-0.335841	-0.639945
0.587227	-0.289137	-0.303028	0.299380	0.512118	0.336235	-0.292193	0.411826	-0.414820
0.926221	1.018809	0.394661	0.861375	1.224172	1.074030	0.199198	0.681955	0.328217
1.326393	0.788477	1.317579	0.980985	1.379485	1.043058	0.790556	0.508030	1.023768
1.575301	0.987497	1.215922	1.008046	1.469751	0.979086	0.955599	1.241316	1.387906
1.224687	1.154146	0.847341	0.994765	1.245275	0.868212	1.009919	1.481358	1.494440
0.948311	1.324212	0.784978	0.923116	0.836223	0.849060	0.789574	0.835294	1.464424
0.791786	0.701039	0.484498	0.979444	0.597270	0.954365	0.428398	1.183168	1.382001
0.864361	1.084716	1.063342	0.741262	0.902259	1.318162	0.569609	0.787735	1.295887
0.790078	0.884769	0.454477	0.958908	0.483009	0.534768	0.242022	0.935018	1.225520
0.896061	0.879314	0.979152	0.802321	0.332180	0.907373	0.117461	0.337694	1.171145
0.006841	0.387942	-0.188317	0.075982	-0.186389	0.554749	-0.610745	0.191109	0.882296
-1.057006	-1.549270	-1.878626	-0.269291	-1.048498	0.069440	-1.297217	-1.191480	0.090790
-1.844736	-1.770109	-0.193586	-1.365893	-1.263349	-3.262654	0.067924	-1.139736	-0.640683
-1.262293	-1.560128	-0.366330	-0.774153	-1.404505	-2.192653	0.086284	-1.607433	-1.035329
-1.568922	-1.702723	-0.831041	-0.599421	-1.677380	-1.490596	-0.055255	-0.983103	-1.172373
-1.075998	-0.743131	-0.273130	-0.580522	-1.168338	-1.272502	0.247881	-1.279137	-1.173603
-1.363274	-1.345813	-1.058743	-0.172151	-1.124045	-1.181631	-0.484350	-1.413634	-1.118244
-1.232385	-1.054288	-0.674850	-0.619298	-1.347816	-1.117243	0.066423	-0.658175	-1.053536
-1.240096	-0.931112	-0.230082	-0.816351	-1.054587	-1.031557	0.262915	-0.953218	-1.002360
-1.080318	-0.810173	-0.332011	-1.697700	-1.240568	-1.186448	-0.200954	-0.311192	-0.968899
-0.237549	-0.294191	-0.244159	-0.473378	-0.235193	-0.495279	0.348614	-1.084469	-0.702439
0.424848	0.361532	0.422620	-0.120512	0.390003	0.581946	0.478490	-0.249853	0.069877
0.521382	0.659331	0.810605	0.786624	0.488387	0.558042	1.141861	-0.190983	0.787571
1.107916	0.908018	1.405784	0.568128	0.842982	0.451613	1.071524	-0.594253	1.169915
0.750514	0.077990	1.142073	0.785279	0.599902	0.417933	0.972680	0.183180	1.292196
0.968480	0.987419	1.491356	0.723156	0.574953	0.701579	0.926822	-0.032228	1.277188
0.795788	1.202408	1.796560	1.062330	0.384646	0.530543	1.052874	0.313031	1.208543
0.528548	1.110336	1.637386	0.620520	0.810387	0.448994	1.445167	0.165639	1.135470
0.204511	0.721252	1.187601	0.584709	0.147899	0.327772	1.155939	0.166714	1.077159
-0.224950	-0.223223	1.333340	0.497815	0.336871	-0.852577	1.038425	-0.677216	1.034102
-0.271442	0.394040	0.578878	0.364792	0.153839	0.630268	0.940658	-0.866682	0.756078
-3.428827	-3.600318	-4.044800	-0.890996	-2.105047	0.162672	-1.434101	-0.196330	-0.025340
-0.417045	-0.161221	-0.152236	-0.473452	-0.780368	-2.160703	-0.318810	1.682385	-0.747464
-0.863077	-0.329284	-1.000569	-0.730176	-0.730035	0.306496	-0.933663	-0.451304	-1.133006
-0.749330	-0.842153	-1.235492	-1.417566	-0.868753	-0.595341	-0.842142	-0.628883	-1.261685
-0.767542	-1.479932	-0.897394	-1.214828	-0.675365	-1.593761	-1.524132	-0.177284	-1.255042
-1.092895	-1.709989	-1.762328	-1.017712	-1.088409	-2.167371	-1.943337	-1.625165	-1.192302
-1.647474	-1.536862	-1.670012	-2.077312	-1.699920	-1.699271	-2.669356	-1.289799	-1.120951
-1.295644	-1.246015	-1.040425	-1.130956	-1.227368	-1.825483	-1.080297	-0.604673	-1.063624
-0.624834	-1.194479	-0.673122	-0.961823	-0.982703	-0.615452	-1.339698	-0.969548	-1.024503
0.425886	-0.416195	0.052600	0.169752	0.348884	0.245742	-0.345748	1.156092	-0.752631
1.153498	1.342897	0.571537	0.694269	0.837092	1.399502	-0.004495	0.622550	0.024359
1.037225	1.040203	0.708002	0.020429	0.838586	1.031447	-0.096532	0.498336	0.746237
1.163578	0.927231	1.315108	0.627721	1.236337	1.010804	0.633809	0.622289	1.132763
0.889180	0.944335	0.752428	0.345137	0.911310	1.540567	1.014328	0.327297	1.258735
0.652793	0.960166	0.419349	1.041111	0.968579	0.730821	0.926647	0.097490	1.246925
0.828699	0.809663	0.714665	1.201012	0.936256	1.162216	1.384410	0.989042	1.181233
1.156757	1.273128	0.742556	1.032845	1.246684	1.331621	1.218066	-0.121248	1.110866
0.652048	0.966057	1.053844	0.586132	0.523831	-0.049753	1.178430	-0.778362	1.055261
0.956481	1.458141	1.013966	0.230049	0.666510	0.902136	0.581213	0.082849	1.014419
0.297759	0.603324	0.097804	0.156935	0.544523	0.582549	0.174970	0.451006	0.738364
-0.357297	-0.121104	-0.931156	0.069561	-0.385478	-0.353608	-0.537966	-0.116134	-0.041333
-0.884008	-0.305936	-1.163388	-0.567905	-0.971270	-0.156517	-0.756340	0.175373	-0.761734
-0.855185	-0.485023	-0.553849	0.300774	-0.170943	-0.125870	-0.034705	-0.218804	-1.146046
-0.398890	-0.273616	-0.235118	-0.223134	-0.236057	0.787429	0.294316	-0.021322	-1.273248
0.080618	0.629811	-0.421415	0.570253	0.361059	0.518701	0.087388	0.792470	-1.265375
-0.330218	-0.041314	-0.063527	-0.968888	-0.153118	-0.744322	-0.227810	-0.360806	-1.201651
-1.064516	-1.273602	-1.621018	-1.352649	-1.049760	-1.407639	-1.579094	-1.328811	-1.129316
-1.358253	-0.812798	-1.691962	-1.513653	-1.472012	-0.626991	-1.366989	-1.610579	-1.071005
-1.291295	-0.644279	-1.565517	-1.556891	-1.023146	-1.240555	-1.104502	-0.645806	-1.031146
-0.185105	0.351687	-1.004861	-0.532786	-0.338918	0.469717	-0.772664	-0.231472	-0.758782
0.256655	0.319170	-0.442372	0.422854	-0.043723	0.615513	-0.382464	0.777179	0.019193
0.708182	0.678114	0.210829	0.415885	0.379491	1.068587	0.214063	0.141556	0.741808
0.685576	0.541952	0.321073	0.703083	0.320480	0.942898	0.175214	0.310986	1.128827
0.978963	0.703343	0.209417	0.280110	0.235657	0.747624	0.008111	0.869367	1.255783
0.816726	0.609787	0.278222	0.920399	0.327744	0.990627	-0.069689	0.422651	1.244465
0.737157	1.183523	0.248212	0.449260	0.458599	0.739468	-0.183849	0.419235	1.179511
0.825871	1.228057	0.469055	0.408524	0.451515	0.705073	0.013651	0.542999	1.109636
0.749809	1.370290	0.553931	0.752945	0.604477	1.284303	0.777157	1.059938	1.054277
0.778265	1.273886	0.347629	1.048158	0.482071	1.566370	0.322580	0.133381	1.013927
0.341519	1.059376	0.341711	0.735503	0.521899	0.949367	0.395240	1.603744	0.738117
-0.956459	-0.103197	-0.596649	-0.614331	-0.322812	-0.785977	0.539467	0.228443	-0.041087
0.114856	-0.584263	0.249139	-0.583551	0.274169	-0.165198	0.404734	-0.010460	-0.761242
-0.746780	-0.264595	-0.462795	-0.227502	-0.416531	-0.248210	0.037963	0.167104	-1.145554
-0.967697	-0.302295	-0.259568	-1.002503	-1.192728	-1.090616	-0.157012	-2.044603	-1.273002
-1.467034	-1.429142	-1.308768	-1.106243	-1.369626	-1.061101	-0.980369	-1.895084	-1.265129
-0.602130	-1.202168	-1.313429	-0.874902	-0.928092	-0.494292	-0.968697	-0.420248	-1.201405
-1.117675	-1.377724	-0.608102	-0.579508	-1.054402	-1.000607	-0.995552	-1.515340	-1.129070
-1.411651	-0.327039	-0.915639	-1.365965	-0.888020	-1.391774	-1.086338	-1.445059	-1.071005
-0.611970	-1.486023	-0.730015	-1.253980	-0.355651	-0.758192	-0.745101	-0.301656	-1.031146
0.114064	-0.122038	0.210568	0.203051	0.115456	-0.206450	0.404106	0.956936	-0.758782
0.993857	0.514921	1.148305	0.624429	0.499574	0.470210	0.897909	0.929914	0.019193
1.098693	0.703955	1.144944	0.853844	1.017937	0.431744	1.478538	0.774817	0.741808
1.285004	1.040249	1.417189	0.822175	1.281699	0.803269	1.298198	1.551554	1.128827
1.459338	0.582401	1.334480	1.082429	1.528053	0.575350	1.290256	1.326239	1.255783
1.751137	0.950158	1.158405	1.827477	1.961865	1.051545	1.015004	1.707340	1.244465
1.420201	0.972351	1.115921	1.284486	1.348259	0.916692	1.026195	1.706680	1.179511
0.963021	0.555048	1.326394	1.012635	0.896403	0.129610	1.155887	0.653503	1.109636
1.195544	0.914370	1.190830	1.310085	1.024579	0.804642	0.794823	2.106587	1.054277
1.211602	0.829236	1.187550	1.589625	1.098588	0.632162	0.913640	1.282737	1.014173
-1.098208	-1.840752	-0.056648	1.189213	-1.594251	-0.599404	-1.199548	0.229858	0.738610
-0.513642	-1.743692	-1.482083	-0.560305	-0.796073	-0.908749	-0.340228	-0.055020	-0.040595
-0.917129	-0.419803	-0.395237	-1.019279	-1.234020	-1.166706	-0.348786	-1.080380	-0.760996
-1.009659	-0.553469	0.443445	-0.366278	-0.825765	-0.561842	0.529124	-1.045553	-1.145308
0.160760	-0.981482	0.048302	-0.518778	0.772414	0.092256	-0.321224	-0.128163	-1.273002
0.571818	0.246605	0.438915	0.768734	0.933165	-0.465351	0.489066	0.453710	-1.265375
-0.042386	-0.690872	-0.136503	-0.635389	0.638850	-0.352421	-0.443558	-0.562261	-1.202143
-0.970655	-0.571337	-0.638968	-0.454885	-0.029615	-0.250556	-0.070205	-0.165973	-1.130300
-0.756443	-0.432621	-0.771387	-1.126409	-0.293053	-0.792143	-0.822006	-0.948775	-1.072481
-0.891293	-0.859793	-0.472821	-0.427637	-0.337764	-1.026401	-0.608569	-0.764927	-1.033115
0.389165	0.087231	0.158836	0.552720	0.629053	0.421945	0.039608	-0.121859	-0.761242
0.997051	1.105353	0.768310	0.763377	1.315802	1.300420	0.303085	0.779223	0.016240
1.255860	1.211827	0.813182	0.872268	1.244479	1.250108	0.756821	0.972244	0.738610
1.349341	1.703545	1.183296	0.836572	1.492560	1.198649	0.758998	1.037573	1.125382
1.521032	0.872980	0.930036	0.753560	1.614547	0.539270	0.667650	1.637251	1.252092
1.378321	1.350961	1.130139	1.193778	1.686626	1.097152	0.771676	0.697466	1.240528
1.537003	0.891251	1.279085	1.104124	1.511718	1.022569	0.602558	1.356466	1.175082
1.296343	1.652952	0.806751	1.076968	1.396622	0.926020	0.681895	0.437344	1.104961
1.529087	0.756046	1.555395	1.125599	1.229182	1.030714	1.034235	0.970428	1.049110
1.229048	0.936341	1.469693	1.620535	1.387681	0.495083	1.268931	0.184174	1.008268
0.653999	0.321449	0.119556	0.837070	0.943293	0.937243	0.344177	1.264628	0.731720
-2.504212	-3.111912	-2.923687	0.923830	-3.214206	-0.327608	-2.745136	1.870067	-0.048468
-0.591274	-2.271104	-2.240532	-2.664751	-1.250406	-2.072646	-3.240917	-1.119077	-0.769607
-0.552140	-1.136665	-1.165483	-2.769152	-1.754626	-1.633031	-3.031670	-0.744837	-1.155150
-0.050146	-0.914205	-1.237986	-1.125209	-1.548499	-0.858698	-2.969994	-0.730493	-1.284074
-0.526444	-0.833095	-1.244531	-1.164830	-1.036413	-0.775165	-2.137609	-1.054773	-1.277923
-0.763875	-0.856389	-0.764408	-1.805588	-0.989527	-0.967726	-2.509451	-1.285551	-1.216167
-2.031875	-1.150354	-1.292572	-3.487585	-3.109992	-2.491907	-2.185421	-4.366852	-1.145800
-1.688608	-1.377843	-1.652359	-3.327790	-1.919940	-3.161787	-1.008577	-2.812427	-1.089950
-1.879176	-1.295024	-1.378817	-1.836771	-1.706237	-1.872770	-0.707676	-2.969525	-1.052552
-1.045408	-1.130566	-1.217694	-0.774659	-0.691719	0.048248	-0.388024	-1.498280	-0.782893
0.020684	0.241228	-0.075862	0.531803	-0.092353	0.323087	0.404699	-0.625884	-0.008118
0.366593	0.606075	0.199708	0.106507	0.172921	0.348017	0.910674	-0.559030	0.711299
0.028008	-0.642441	0.391432	0.563392	-0.001276	0.109255	0.855962	0.455538	1.094627
0.540363	0.746727	0.888837	1.436422	0.630110	0.915359	1.223903	0.523921	1.217401
0.614183	1.064624	0.838331	1.527991	0.954803	1.186927	1.162974	1.586479	1.201900
0.916142	0.920452	1.500745	1.501168	1.218222	1.610125	1.694679	1.617951	1.131779
1.542042	1.412324	1.528943	1.517927	1.348935	1.559122	1.656677	1.147337	1.056491
0.876761	1.306036	1.462795	1.395637	0.955708	1.500874	1.899960	2.115241	0.995474
1.250401	2.059451	1.268089	1.419366	1.150321	0.719681	1.443230	1.297883	0.948481
0.248683	0.722672	0.998082	0.463561	0.452192	0.496495	1.442658	0.431445	0.665536
-0.204751	0.336839	-0.176861	-0.841301	-0.318179	0.139451	0.877994	0.056070	-0.121542
-1.151434	-0.240439	-0.947638	-0.414584	-0.695582	0.398383	0.043582	-0.457531	-0.850062
-1.403556	-0.045230	-0.359832	-0.679608	-0.860229	-0.449114	-0.259470	-0.143859	-1.243478
-1.330982	-0.261954	-0.873176	-0.114957	-1.261005	-0.957095	-0.195336	0.219144	-1.380521
-1.381447	-0.464451	-0.371326	-0.175980	-1.158675	-0.641379	-0.576263	-0.565430	-1.383228
-0.823972	-0.531075	-0.765371	-0.487440	-0.719535	-1.025476	-0.711949	0.032769	-1.331314
-0.925518	-0.947873	-0.736509	-0.788551	-0.854165	-0.931624	-0.645902	-0.076419	-1.271772
-0.897145	-1.090667	-0.935224	-1.014940	-1.123196	-0.957408	-0.665407	-1.223947	-1.227485
-1.061211	-0.622085	-1.152370	-0.801764	-0.630615	-0.468976	-1.281374	-0.696983	-1.202635
0.053301	-0.388186	-0.254653	-0.467704	-0.225534	-0.042434	-0.835178	0.544282	-0.946263
0.787187	0.480218	0.026838	0.192754	0.332653	0.582494	-0.269238	0.323675	-0.186250
0.370050	0.006635	-0.247937	-0.111223	0.431428	-0.339694	-0.157946	0.067109	0.516683
0.573834	-0.354511	0.056330	0.506169	0.644239	-0.182277	0.427664	0.099248	0.882050
0.661152	0.106579	0.707396	0.091258	0.740360	0.164033	0.171274	0.289325	0.984894
1.060819	0.158016	0.776122	0.848117	1.029545	1.038164	0.605258	0.444657	0.947742
0.502364	0.393299	0.467899	0.863977	0.720732	0.753748	0.457991	0.356626	0.854986
0.995585	0.569012	0.763443	0.287967	0.746980	0.472836	0.070258	-0.034133	0.755340
0.158825	0.422312	-0.004539	0.008196	0.555176	0.195110	-0.111878	-0.270203	0.668242
-0.134869	-0.138618	0.211942	0.323699	-0.282853	1.197521	-0.304483	1.605095	-0.283927
0.196727	-0.653261	-0.388718	-0.218863	-0.188814	-0.360584	-2.519133	0.074225	-0.326738
0.220458	0.067614	-0.474704	0.039910	0.290173	-0.453476	0.057120	-0.670142	-0.368564
0.110870	-0.082283	-0.239542	-0.474155	0.330695	-0.412576	-0.228825	-0.296677	-0.409161
-0.228594	-0.255166	-0.173915	-0.513707	-0.293258	-0.686634	0.267361	-0.600119	-0.448035
0.182298	-0.134346	0.229715	-0.258604	0.458263	-0.622439	0.567222	-0.335574	-0.485187
-0.593871	0.544194	0.197541	-0.507775	0.455588	0.406620	-0.956407	-0.108672	-0.520370
-0.821231	-0.958183	-1.530020	-0.755407	-1.094743	-0.649047	-3.403952	-1.228089	-0.553585
-0.457795	-0.116793	-0.091903	0.145768	-1.209356	-0.516577	0.202231	0.069771	-0.584832
-0.703173	-0.339733	0.260004	0.012260	-1.099286	-0.073016	0.699944	-0.537225	-0.614357
-0.514700	0.083383	-0.578441	-0.352309	-0.242495	0.134986	0.194751	-0.509530	-0.639945
-0.493765	-0.146930	0.230442	-0.365668	-0.485394	-0.316979	0.069871	-0.026567	-0.414820
0.167315	0.971072	0.769366	0.712304	0.662017	0.490223	0.979405	1.192848	0.328217
1.669249	2.173097	1.584509	1.627300	2.020568	1.755773	1.997265	2.463142	1.023768
2.050346	1.111902	1.671907	1.910917	2.075652	1.550431	1.993219	1.440022	1.387906
2.206117	0.812344	1.112195	1.750879	2.239552	1.334366	1.594732	1.398939	1.494440
0.880756	0.437726	0.746979	0.601453	1.400489	0.836977	0.874237	-0.233783	1.464424
-0.161892	-0.417574	-0.658222	-0.628489	0.228970	-0.351830	-0.524218	-0.700294	1.382001
0.404532	0.031222	-0.089073	-0.253308	-0.293259	-0.588675	0.814143	-0.548177	1.295887
0.249010	-0.106346	0.285837	0.768150	0.188621	-0.241008	0.614122	-0.167294	1.225520
0.516144	0.717326	0.871313	0.890667	-0.275744	0.607873	0.883420	0.681647	1.171145
0.343776	0.397199	0.385462	0.545960	0.294682	0.577062	0.801998	0.375650	0.882296
-0.268005	-0.940100	-0.573212	-0.357595	-0.662697	-0.352417	-0.063049	0.186682	0.090790
-1.439081	-1.335049	-0.814549	-1.020330	-1.820899	-1.070724	-0.222199	-0.505892	-0.640683
-1.366235	-0.755372	-1.013991	-0.866924	-1.531005	-0.827790	-1.248306	-0.926314	-1.035329
-0.991897	-1.047551	-0.633841	-0.463907	-0.501073	-0.283158	-0.243355	-0.314629	-1.172373
-0.748101	-1.250667	-1.131308	-0.558959	-0.377492	-0.113122	-0.386253	-0.650238	-1.173603
-1.615046	-1.116002	-1.035867	-1.059868	-1.425187	-0.965661	-0.046977	-1.966155	-1.118244
-1.734001	-1.299815	-0.961978	-1.427431	-2.198558	-1.287388	-0.561161	-1.226086	-1.053536
-1.598529	-1.482143	-1.759182	-2.279667	-1.594411	-1.620183	-1.192225	-1.913392	-1.002360
-0.973427	-1.102026	-1.687710	-2.372091	-0.218675	-1.078358	-2.765264	-1.470585	-0.968899
-0.837067	0.161700	-0.601200	-0.866739	-0.309867	-0.298585	-1.436047	-0.597730	-0.702439
0.475309	1.253698	0.284548	0.631336	1.355802	0.702763	0.389231	1.314844	0.069877
1.927026	1.943490	1.540802	1.866245	2.792735	2.164364	1.999760	2.250916	0.787571
2.319963	1.422248	1.743566	1.539408	2.561341	1.385700	1.792845	2.093626	1.169915
1.498430	1.157148	1.074415	1.433883	1.437011	1.302640	1.209214	1.159326	1.292196
0.432340	0.804157	0.625494	0.326887	0.012177	0.405840	1.374061	-0.167340	1.277188
0.580431	0.703000	0.989624	0.776588	0.506766	0.070622	1.793062	-0.098127	1.208543
1.079881	0.594162	1.111507	0.740915	1.102624	0.360573	1.595666	1.141612	1.135470
0.758789	0.963059	0.417568	0.627753	0.471671	1.273603	0.823261	0.758129	1.077159
0.458624	1.327578	0.625554	0.708607	0.395510	1.522902	0.090925	0.095207	1.034102
0.431196	0.031183	0.539953	0.360512	0.172046	0.527672	0.151216	-0.090730	0.756078
-0.834266	-3.671685	-1.238833	-1.490070	-1.492140	-3.142852	-1.228139	-1.236144	-0.025340
-1.160568	-1.201536	-1.407875	-1.246365	-1.558524	-1.487444	-0.191695	-0.796223	-0.747464
-1.328074	-1.533600	-1.144792	-0.930038	-1.414792	-1.957668	0.016828	-1.434265	-1.133006
-0.847219	-1.749048	-1.474834	-0.734572	-0.396864	-1.578146	-1.031016	-0.949751	-1.261685
-1.048540	-0.966616	-1.593265	-1.190866	-1.285317	-1.408756	-1.029065	-0.523456	-1.255042
-1.121736	-0.863813	-1.116836	-1.365296	-0.950234	-1.196227	-1.112084	-1.921674	-1.192302
-0.900948	-1.446785	-0.618659	-1.249631	-0.636580	-0.621062	-1.317120	-1.121642	-1.120951
-0.437901	0.353904	0.656891	-0.064289	-0.770905	-0.323171	-1.220954	-1.405204	-1.063624
0.759553	0.382446	1.023013	0.619653	0.210910	0.609573	-0.337531	-0.170943	-1.024503
0.626627	1.410914	0.283868	0.572080	0.811856	1.191335	-0.931648	-0.157994	-0.752631
0.592096	0.970805	0.684030	0.459104	0.862468	1.343437	0.417119	0.096701	0.024359
0.754710	1.335991	1.126126	0.895605	1.288307	1.121737	0.540210	0.669558	0.746237
1.068273	1.127484	1.406054	1.053748	0.984756	0.871814	1.692611	0.603378	1.132763
1.019956	0.384465	0.968087	0.951558	1.007399	0.567579	0.694538	0.335779	1.258735
0.556714	-0.049737	0.351563	0.771479	0.907029	0.083243	0.989748	1.077443	1.246925
0.616790	-0.630734	0.065651	0.190144	1.232505	0.049480	0.229191	0.612123	1.181233
-1.700502	-3.341855	-3.193708	-3.342514	-0.946438	-2.645483	-1.719474	-0.682311	1.110866
2.794758	2.396256	4.127676	2.411342	1.593451	3.842572	1.238797	3.417770	1.055261
-0.359382	0.055128	0.172665	0.506163	-0.894277	-0.738287	0.847029	0.449370	1.014419
-0.833236	0.215176	0.293709	0.229509	-0.909367	0.077102	0.270545	-0.038289	0.738364
-1.696469	-1.328034	-1.225547	-1.200358	-1.431263	-1.076095	-0.024835	-0.548429	-0.041333
-1.874746	-1.462876	-2.028565	-1.290182	-1.523915	-1.974471	-1.723160	-0.730897	-0.761734
-0.702387	-0.639967	-0.820093	-0.421564	-1.756160	-1.123011	-0.780553	-0.738799	-1.146046
-0.874819	-0.921258	-1.104933	-1.131638	-0.667041	-1.368142	-0.724143	-1.563961	-1.273248
-1.093729	-0.955705	-0.983915	-1.445396	-1.301827	-0.659853	-1.399374	-1.049765	-1.265375
-1.221080	-0.427565	-0.951422	-0.650477	-1.686026	-0.910016	-1.364544	-0.330561	-1.201651
0.083151	0.190664	-0.418893	0.310878	-0.178255	0.113903	0.029571	-0.222280	-1.129316
0.210970	-0.021298	-0.342176	-0.149414	0.105865	0.767383	-0.149052	0.540754	-1.071005
-0.102021	0.170508	0.013220	-0.273924	0.360184	0.644087	0.546547	-0.266264	-1.031146
-0.557197	0.527766	-0.402961	-0.389660	-0.167433	0.022509	-0.592746	-0.636110	-0.758782
0.385562	-0.114889	0.300590	0.266259	0.742477	-0.387153	0.874733	-0.277020	0.019193
0.969185	0.811760	0.335042	0.772701	0.969330	0.213125	-0.341206	0.187881	0.741808
1.705993	1.356007	1.006340	1.456938	1.161161	1.635515	0.204346	2.378228	1.128827
1.511878	1.786206	1.299442	1.816895	0.681193	2.253591	1.298820	2.739230	1.255783
1.083405	1.105082	1.011701	1.229592	0.962650	1.227992	0.882773	1.179124	1.244465
0.866805	1.100575	0.683513	0.576734	0.746343	1.145238	-0.314775	0.404882	1.179511
0.522491	0.783668	1.030495	0.736409	0.295291	0.443114	-0.140365	0.263293	1.109636
0.809634	1.064390	1.088559	1.081103	0.557973	0.466099	0.821677	0.876869	1.054277
0.849021	0.856268	0.932642	0.784300	0.450082	0.610551	0.337750	0.443346	1.013927
0.032788	-0.245887	0.405629	0.522937	0.282758	-0.480146	-0.230965	-0.412713	0.738117
-0.684987	-0.869531	-0.441355	-0.060966	-0.629106	-1.324554	-0.235480	-1.304425	-0.041087
-1.309203	-1.077476	-0.936603	-1.083736	-1.507375	-1.320252	0.116988	-1.353051	-0.761242
-1.438523	-0.843329	-0.861335	-1.183934	-1.085460	-1.169783	0.851184	-0.099403	-1.145554
