X1	X2	X3	X4	X5	X6	X7	X8	X9
-0.698727	-0.435954	0.043511	0.827747	-1.021888	-0.473561	-0.509489	0.020985	-0.048468
-1.300976	-1.480667	-0.691658	-0.223723	-1.721857	-1.224763	-1.266743	-1.503170	-0.769607
-1.373692	-2.067673	-1.997805	-2.018758	-2.048766	-1.139473	-1.988268	-2.045546	-1.155150
-1.771009	-2.035502	-2.022826	-2.887556	-1.698342	-2.217316	-2.513275	-1.815814	-1.284074
-1.963679	-1.814385	-2.149405	-1.870735	-1.608028	-1.066499	-1.303958	-1.306197	-1.277923
-0.873836	-1.207069	-1.221338	-1.268677	-0.493440	-0.933043	-0.308602	-0.878852	-1.216167
-0.758333	-1.776108	-1.512304	-2.671147	-0.555876	-1.359844	-0.149248	-2.032702	-1.145800
-0.963013	-2.152918	-2.116413	-2.738876	-0.821337	-1.745087	-1.966292	-1.934617	-1.089950
-1.678306	-1.944462	-1.875988	-2.471079	-1.564555	-1.554457	-1.782812	-2.528276	-1.052552
-1.189263	-1.457614	-1.386759	-1.478147	-1.323574	-1.009410	-1.738599	-2.087920	-0.782893
-0.604878	-0.327008	-0.762857	-0.681608	-0.467991	-0.120538	-0.319849	-0.897411	-0.008118
0.187542	0.142690	-0.022930	-0.406979	0.193671	-0.520058	-0.245512	-1.081287	0.711299
-0.024218	0.850236	0.334372	-0.314590	0.006802	0.425221	-0.150581	-0.170099	1.094627
0.348763	0.814218	0.751982	0.312293	0.431537	0.426755	0.376996	-0.333218	1.217401
0.632041	0.936783	0.656025	1.054060	0.641756	0.570700	0.256440	0.385785	1.201900
1.266749	1.175207	1.292552	1.459602	1.503000	0.952389	1.183810	1.262157	1.131779
1.260383	0.777446	1.174172	1.610575	1.305393	0.508429	0.604971	1.413061	1.056491
0.899026	-0.010105	0.978341	0.977036	0.833091	-0.056327	0.576156	0.601512	0.995474
0.869450	-0.194514	0.110440	0.799041	0.512306	-0.053389	0.360647	0.588107	0.948481
0.218853	-0.679899	0.065505	-0.003679	-0.016790	-0.723341	0.370466	-0.495833	0.665536
-0.542017	-1.182725	-0.663474	-0.770676	-0.634740	-1.705735	-0.955389	-1.132969	-0.121542
-1.161063	-1.026634	-0.555324	-0.511208	-1.396969	-1.480551	-1.090300	-1.391027	-0.850062
-0.834212	-0.330234	-0.078239	-0.046951	-1.210926	-1.634698	-0.907742	-0.265503	-1.243478
-0.995759	-0.062407	0.298540	0.445980	-1.717122	-0.851613	-0.619154	0.127670	-1.380521
-1.176971	-0.147424	0.540921	0.847204	-1.441240	-0.576277	0.216382	0.390183	-1.383228
-0.379512	0.436808	0.299127	1.177137	-0.801570	0.837712	-0.213663	1.104050	-1.331314
-0.466871	-0.420405	-0.492996	0.121064	-0.479816	0.909352	-0.532109	1.192392	-1.271772
-0.974275	-1.067594	-0.786181	-1.126288	-0.735134	-0.149651	0.807692	-0.147505	-1.227485
-1.237703	-1.078973	-1.083313	-2.111589	-0.814246	-0.681310	0.196216	-1.620132	-1.202635
-0.624243	-0.556419	-1.376341	-1.187282	-0.472210	-0.259166	-0.385030	-0.298993	-0.946263
-0.457555	-0.731669	-0.971776	-0.798713	-0.069180	0.346374	-0.295065	-0.590533	-0.186250
-0.019151	-0.256496	-0.610542	-0.655813	-0.008839	-0.178083	-0.663665	-0.006137	0.516683
0.197258	0.046280	-0.152619	-0.019630	0.192032	0.658043	0.295109	-0.377268	0.882050
0.741981	0.679625	0.924067	0.542541	0.917948	0.612609	0.653317	1.066916	0.984894
0.934649	1.130338	1.038473	0.662942	0.923698	0.687956	1.094841	0.359174	0.947742
1.146957	1.394635	1.175384	0.806426	1.476523	1.183386	0.212495	0.837888	0.854986
1.238751	1.341414	0.940172	1.076391	1.263912	0.723144	0.961529	0.677986	0.755340
0.938652	0.773828	0.265970	0.883726	1.106806	0.626484	-0.098722	0.585799	0.668242
-0.204334	1.246331	0.089414	-0.271563	-0.102580	0.787910	0.035214	-0.171631	-0.283927
-0.781792	-1.430575	-0.943787	-1.572494	-0.796494	-0.905132	-0.702942	-0.531844	-0.326738
-0.573717	-0.345011	0.133388	-0.507660	-0.666282	-0.410124	-0.692140	-0.090746	-0.368564
-0.527697	-0.690463	0.135799	0.268152	-0.259406	-0.172674	-0.767244	0.273565	-0.409161
0.171650	-0.400073	-1.034759	0.106461	0.491013	-0.187315	-0.028235	0.876677	-0.448035
-0.782285	-0.974786	-0.384435	-0.227422	-0.633411	-0.918052	-0.135117	-0.518134	-0.485187
-0.820995	-0.502287	-1.438186	-0.914697	-0.852005	-0.784892	-0.902333	-1.636638	-0.520370
-0.797087	0.018031	-0.294344	-0.273933	-0.914581	-0.429114	-0.349729	-0.845710	-0.553585
-0.539397	-1.553827	-0.569014	-1.171058	-0.473726	-1.304009	-0.588858	-1.402851	-0.584832
-0.503385	-1.541377	-0.916123	-1.047984	-0.603436	-1.463288	-0.810249	-0.918173	-0.614357
-1.153610	-0.909113	-0.612188	-0.753236	-1.255779	-0.940642	-1.281254	-1.292137	-0.639945
-0.653619	-0.753388	-0.825540	-0.744208	-0.740337	-0.914814	-0.677876	-0.599342	-0.414820
0.671791	1.190523	0.961577	0.632443	0.320531	0.934106	0.740229	0.463554	0.328217
1.733235	2.209571	0.963920	1.957823	1.631374	1.774493	0.839228	1.810267	1.023768
2.158954	1.685277	0.959170	1.540792	2.248553	1.812278	0.628153	1.936923	1.387906
1.917122	1.294189	1.552937	1.714238	2.046635	1.268045	1.280251	1.412994	1.494440
1.419459	1.215399	2.091297	1.291231	1.231317	1.005905	1.103196	0.920395	1.464424
1.287239	1.528339	1.158186	1.446503	1.080252	1.357269	0.681832	0.613081	1.382001
1.554136	1.491159	1.255092	1.709065	1.441771	1.607223	1.722961	1.378053	1.295887
1.592850	1.784536	1.582214	1.981137	1.400468	1.465758	1.805032	1.593774	1.225520
1.206190	1.325870	1.218581	1.857674	0.858944	1.221289	1.900496	1.995794	1.171145
0.502852	1.264173	1.282349	1.091134	0.539983	1.159918	1.369874	1.833566	0.882296
0.206668	0.385052	0.392826	0.234265	0.481242	-0.044992	0.673693	1.360193	0.090790
-0.854345	-0.686665	-0.086678	-0.733124	-0.884630	-0.608118	0.190478	-0.263773	-0.640683
-1.091567	-1.044900	-1.304262	-1.432971	-0.952164	-0.804545	-0.117685	-1.161968	-1.035329
-0.434712	-0.613415	-0.245700	-0.254798	-0.330887	-0.432505	0.386447	-0.955706	-1.172373
-0.839055	-1.157222	0.090503	-1.549086	-0.847810	-1.019834	-0.688251	-1.085949	-1.173603
-0.800397	-1.238407	-1.304770	-1.302256	-0.711532	-1.178449	-1.578810	-1.647575	-1.118244
-0.846207	-1.012518	-0.129391	-0.958411	-0.681081	-0.720148	-0.601914	-0.965586	-1.053536
-0.812395	-0.586821	-0.231417	-0.672548	-0.670249	-0.126571	-0.226650	-0.291514	-1.002360
-0.699736	-1.770242	-1.602570	-0.779137	-0.678413	-0.724541	0.127733	-0.343340	-0.968899
-0.693845	-0.764074	-0.170562	-0.724413	-0.630623	-0.482728	-0.067865	-0.929470	-0.702439
0.065161	0.153460	0.043496	-0.234606	0.057536	0.239641	-0.205207	-0.084476	0.069877
0.447187	0.417162	-0.022920	0.806434	0.630853	0.282393	-0.162538	0.918380	0.787571
0.661252	-0.071005	0.092841	0.562791	0.621276	0.241122	-0.220719	0.253978	1.169915
0.474287	0.375524	0.021469	0.149141	0.524043	-0.171502	-0.200909	0.112528	1.292196
0.627191	0.212835	0.263077	0.436165	0.364250	-0.180250	-0.333863	0.036744	1.277188
0.585808	0.817352	0.204206	0.531094	0.183798	0.241933	-1.364250	0.257567	1.208543
0.234316	0.739694	-0.366788	0.401886	0.320255	0.439330	-0.743094	0.094787	1.135470
0.178922	0.404943	0.247855	0.104201	0.183598	0.519871	-0.180003	-0.273847	1.077159
0.474965	1.310120	0.914428	0.513791	0.621770	1.012896	1.080273	0.539623	1.034102
1.191660	1.460993	1.333421	1.712967	1.164348	1.636246	1.386937	1.239703	0.756078
0.406166	0.593427	0.247110	1.096007	0.420186	1.333819	0.923800	1.304919	-0.025340
-0.342115	-0.108656	-0.368330	0.393799	-0.216559	0.112675	0.220874	0.411653	-0.747464
-0.401247	-0.375849	-0.492748	0.304110	-0.565911	-0.518814	-0.311732	0.553492	-1.133006
-1.261748	-0.380044	-1.104800	-0.891019	-1.292600	-0.640968	-0.820705	-0.681044	-1.261685
-1.141651	-0.540696	-1.248259	-1.533251	-1.328741	-1.163875	-1.322780	-1.232714	-1.255042
-1.464967	-0.977845	-0.336640	-1.239117	-1.745684	-1.892857	-1.411437	-1.569232	-1.192302
-0.772387	-0.536660	-1.548707	-1.367943	-0.857708	-1.332766	-1.491133	-2.196717	-1.120951
-1.063538	-0.807969	-0.907505	-1.101911	-1.442904	-2.005038	-0.547478	-0.897582	-1.063624
-1.387662	-1.204584	-1.346674	-1.644484	-1.619348	-2.013452	-1.945511	-1.935139	-1.024503
-0.978211	0.407116	-0.167449	-0.420408	-1.178932	0.167845	-0.585042	-0.300780	-0.752631
0.374607	0.055034	0.218703	0.517731	0.305180	-0.367272	-0.035338	1.054548	0.024359
0.814236	0.432181	0.369533	0.535454	0.913237	0.211445	0.273804	0.618224	0.746237
0.709324	0.780692	-0.215794	0.633977	0.863834	0.788925	0.243615	0.864349	1.132763
0.904274	0.844228	0.728372	0.673187	0.844459	0.260143	0.406130	-0.007817	1.258735
0.936648	1.697700	1.343226	0.882094	0.955501	1.415466	1.289009	0.655785	1.246925
1.348315	1.991000	1.392023	1.212045	1.265053	1.553036	1.668669	1.261730	1.181233
1.441760	1.305996	0.857454	1.534927	1.391337	1.565127	1.729453	1.086547	1.110866
1.388330	0.408796	0.159400	0.343411	1.307515	1.280012	0.933433	0.509838	1.055261
0.925704	0.986356	-0.688001	0.490621	1.129310	1.672638	1.162601	0.783804	1.014419
0.578668	0.754967	0.849729	0.741345	0.842921	0.813125	1.110512	0.314091	0.738364
-0.620828	0.577979	0.929202	0.261201	-0.422846	0.873734	0.815306	-0.189708	-0.041333
-0.705499	0.516405	0.170179	0.477175	-0.292215	1.140452	0.673064	-0.236567	-0.761734
-1.014196	-0.778827	0.775306	-0.040513	-1.016792	0.352907	0.773129	0.247997	-1.146046
-0.514130	-1.241002	-1.905991	-0.980362	-0.550253	-0.640539	-0.822181	-1.295207	-1.273248
-1.297650	-1.902923	-1.526613	-1.220905	-1.568462	-1.747101	-0.929559	-1.532515	-1.265375
-1.324142	-2.439768	-2.026933	-2.494042	-1.233365	-2.509147	-2.603159	-2.415217	-1.201651
-1.971048	-1.654235	-1.299237	-1.855170	-1.998700	-2.071909	-3.077075	-2.331595	-1.129316
-1.414906	-1.161044	-0.810464	-1.698331	-1.370559	-1.218095	-1.691711	-2.097968	-1.071005
-1.776994	-1.985729	-1.262313	-2.102894	-1.890188	-2.646204	-1.956914	-1.783828	-1.031146
-1.290376	-1.597204	-1.654425	-2.032329	-1.277173	-1.338631	-2.280790	-1.667621	-0.758782
-0.280548	-0.133635	0.256149	0.361488	-0.526510	-0.259100	-0.661878	-0.223322	0.019193
0.561212	0.286717	1.298925	0.570475	0.616203	0.217542	0.065267	0.733103	0.741808
0.971263	1.004188	0.661405	0.263006	0.877599	0.797799	-0.066320	1.266171	1.128827
1.267507	0.521126	0.515859	0.720290	1.234000	0.453660	-0.112129	0.595946	1.255783
0.942511	1.169851	1.169981	0.913742	0.982057	0.647199	0.251553	0.434795	1.244465
0.907247	0.857139	1.777900	0.799026	0.770389	0.643336	0.603506	-0.040286	1.179511
1.016089	1.160875	0.771055	1.209214	0.970717	0.691475	1.278388	0.715520	1.109636
0.871458	-0.118096	0.684765	0.486764	0.669480	0.172324	1.167221	0.356171	1.054277
0.448773	0.080865	0.151209	0.233361	0.321461	-0.521591	0.218253	-0.325703	1.013927
0.144244	-0.033051	-0.191354	0.127601	0.122911	0.123031	0.134864	0.056527	0.738117
-0.609437	-1.016987	-0.149915	-0.797519	-0.171253	-0.257149	-0.166794	0.255645	-0.041087
-1.124768	-1.184152	-1.185342	-0.623255	-0.802489	-0.933300	-0.181440	0.030323	-0.761242
-1.309902	-1.267271	-0.553589	-0.834262	-1.003664	-0.548143	-0.547741	-0.583430	-1.145554
-1.181809	-1.747111	0.239797	-0.780477	-0.887098	-1.226685	-0.298375	0.050425	-1.273002
-0.549489	-1.066491	-0.039443	-0.118548	-0.384236	-0.841329	-0.301185	0.595567	-1.265129
-0.554005	-0.888334	0.343293	-0.491965	-0.421794	-0.569089	0.239378	0.180169	-1.201405
-0.526648	-0.686618	-0.483422	-0.907920	-0.383509	-0.479472	-0.243835	-0.113814	-1.129070
-0.537649	-1.870728	-1.835040	-0.749496	-0.501026	-0.997067	-0.498831	-0.903677	-1.071005
-0.675048	-1.341852	-0.811683	-0.649379	-0.674248	-0.752650	-0.588658	-0.639938	-1.031146
-0.218595	0.109402	-0.086707	-0.545586	-0.382516	0.444192	-0.358044	0.508507	-0.758782
0.410019	0.870406	0.710986	0.711969	0.691995	0.905733	0.289060	0.790678	0.019193
1.033957	0.493966	-0.134399	0.927128	1.124054	0.748021	1.388205	0.989399	0.741808
1.278836	1.069976	0.831582	0.483659	1.501971	1.107255	1.473438	1.286819	1.128827
1.564215	1.058373	1.250963	1.310218	1.723048	1.203899	1.750607	1.170702	1.255783
1.245416	1.110736	0.817502	1.316314	1.388238	0.603625	0.897014	0.778018	1.244465
0.822323	0.124797	0.673171	0.733549	0.970780	0.038552	0.348399	0.625410	1.179511
0.641839	1.275206	1.489999	1.192388	0.782646	1.617331	1.322271	1.176612	1.109636
0.966197	1.666298	1.376486	1.475187	0.829407	1.670092	1.059274	1.123270	1.054277
1.275804	1.247602	1.130762	0.761725	1.164142	1.031239	1.589659	0.886005	1.014173
1.241750	0.839581	0.220346	0.839230	1.207430	0.981728	1.082802	1.232632	0.738610
-0.216656	-0.110930	0.423844	0.218776	-0.120404	0.056149	0.223090	0.802774	-0.040595
-0.562292	-0.307741	-1.131260	-0.712975	-0.510403	-0.499113	-0.693519	-0.877368	-0.760996
-1.256290	-0.184242	-0.482066	-1.179438	-1.273661	-0.974807	-0.330554	-0.696158	-1.145308
-1.011968	-0.820006	-1.194532	-1.440923	-1.216610	-1.153777	-1.384730	-1.483165	-1.273002
-1.263092	-0.749597	-0.997662	-1.605591	-1.276715	-0.697676	-1.306131	-1.363230	-1.265375
-1.161513	-0.427836	-1.522927	-1.307444	-1.474191	-0.912765	-1.290138	-1.555752	-1.202143
-1.728134	-1.125982	-0.726040	-1.799018	-1.894533	-1.689766	-1.788448	-1.672209	-1.130300
-1.699897	-1.571650	-1.620329	-1.633404	-2.008432	-1.840624	-2.461722	-2.481186	-1.072481
-1.357883	-0.144944	0.009926	-0.573552	-1.503849	-0.067842	-0.906299	-1.233027	-1.033115
0.700817	0.343914	-0.778380	0.070371	0.535992	0.385493	0.472224	0.418010	-0.761242
0.983814	1.390672	1.482494	1.110052	0.859969	0.834877	0.970193	1.537616	0.016240
1.007235	1.419507	0.424580	0.751807	1.044816	0.998158	0.651663	0.690227	0.738610
1.330788	1.627070	0.603545	1.002456	1.119493	1.020590	1.186818	0.728382	1.125382
1.557460	1.486403	1.282847	1.635701	1.412712	1.229867	1.519748	1.079915	1.252092
1.137992	0.791228	0.696211	0.713378	1.013341	0.905378	0.907876	0.749280	1.240528
0.673254	0.375893	0.378541	0.634944	0.656941	0.860230	0.074310	0.296557	1.175082
0.629502	0.326351	-0.132826	0.852504	0.522300	0.742123	1.098088	0.356448	1.104961
0.764154	0.657451	0.165563	0.573173	0.605045	0.683156	0.842459	-0.071753	1.049110
0.639963	0.671329	1.026075	1.096770	0.640734	0.764914	0.405479	1.013858	1.008268
0.419380	0.416585	1.390796	0.837446	0.543163	0.998389	0.546002	0.722618	0.731720
