"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.9798,0,0.0027,0.0708,0,-0.0254,-0.0027,0.0151,0,0,0,0,0,0,0.0446,0,0,0.0026,-0.0107,0
"X2",0,21.7319,16.1382,0,0,4.4461,0,-6.2412,-3.0445,0,0,0,0,0,0,0,0,19.9839,0,0
"X3",0,-0.6025,-0.3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4053,0,0
"X4",0,0,0,6.9832,-1.9188,0,-3.2493,0,-2.4242,0,0,0,0,0,-5.6031,0,0,0,0,0.6804
"X5",0,0,0,0,0.0191,0,0.2341,-0.1729,-0.1345,0,0,0,0,1.09,0,0,0,0,0,0
"X6",0,0,0,0,0,-0.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8913
"X7",0,-0.4566,0,0,0,-0.7904,0.3405,0,0,0,0,0.1806,0,0,0,0.1674,0,0,0,0
"X8",0,0,0,0,0,0,0,0.4527,0,0,0,-1.1449,0,0,0,0,0,0,0,0
"X9",0,0.7943,0,0,0,0,0,0.3959,0.2957,0,0,0,0,0,0,0,0,0,0,-0.5285
"X10",0,0,0,0,0,-1.2045,0,0,0,-0.9277,0,0,0,0,0,0,0,0,0,0
