"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.9798,0,0.0024,0.0668,0,-0.0247,-0.0028,0.0141,0,0,0,0,0,0,0.0424,0,0,0.0021,-0.0098,0
"X2",0,18.1453,13.4448,0,0,3.7168,0,-4.8309,-2.5155,0,0,0,0,0,0,0,0,16.659,0,0
"X3",0,-0.5023,-0.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0,0
"X4",0,0,0,7.8681,-2.0934,0,-3.7306,0,-2.8506,0,0,0,0,0,-6.5959,0,0,0,0,0.7844
"X5",0,0,0,0,0.024,0,0.2325,-0.1661,-0.1422,0,0,0,0,1.0818,0,0,0,0,0,0
"X6",0,0,0,0,0,-0.2883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8959
"X7",0,-0.419,0,0,0,-0.7989,0.3471,0,0,0,0,0.1617,0,0,0,0.1637,0,0,0,0
"X8",0,0,0,0,0,0,0,0.4416,0,0,0,-1.1706,0,0,0,0,0,0,0,0
"X9",0,0.762,0,0,0,0,0,0.3751,0.3053,0,0,0,0,0,0,0,0,0,0,-0.5264
"X10",0,0,0,0,0,-1.1948,0,0,0,-0.9023,0,0,0,0,0,0,0,0,0,0
