"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.9805,0,0.0022,0.0655,0,-0.0229,-0.0022,0.0131,0,0,0,0,0,0,0.0434,0,0,0.0022,-0.0094,0
"X2",0,29.6315,21.5254,0,0,6.6527,0,-8.3244,-4.9319,0,0,0,0,0,0,0,0,27.9207,0,0
"X3",0,-0.5729,-0.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0
"X4",0,0,0,6.658,-1.7653,0,-3.0925,0,-2.2813,0,0,0,0,0,-5.4231,0,0,0,0,0.6144
"X5",0,0,0,0,0.0152,0,0.2277,-0.1656,-0.1376,0,0,0,0,1.0813,0,0,0,0,0,0
"X6",0,0,0,0,0,-0.2809,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8994
"X7",0,-0.4276,0,0,0,-0.7862,0.3526,0,0,0,0,0.1645,0,0,0,0.157,0,0,0,0
"X8",0,0,0,0,0,0,0,0.4606,0,0,0,-1.1585,0,0,0,0,0,0,0,0
"X9",0,0.7791,0,0,0,0,0,0.3827,0.2969,0,0,0,0,0,0,0,0,0,0,-0.5182
"X10",0,0,0,0,0,-1.2093,0,0,0,-0.8982,0,0,0,0,0,0,0,0,0,0
