"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.98,0,0.0026,0.0602,0,-0.0212,-0.0021,0.012,0,0,0,0,0,0,0.0389,0,0,0.0023,-0.0088,0
"X2",0,19.8537,14.7195,0,0,4.239,0,-5.5258,-3.1048,0,0,0,0,0,0,0,0,18.4228,0,0
"X3",0,-0.5774,-0.3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4028,0,0
"X4",0,0,0,6.929,-1.7989,0,-3.2125,0,-2.4477,0,0,0,0,0,-5.7052,0,0,0,0,0.6833
"X5",0,0,0,0,0.0175,0,0.2252,-0.1665,-0.1322,0,0,0,0,1.0821,0,0,0,0,0,0
"X6",0,0,0,0,0,-0.2629,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8874
"X7",0,-0.4438,0,0,0,-0.7902,0.3424,0,0,0,0,0.1757,0,0,0,0.1675,0,0,0,0
"X8",0,0,0,0,0,0,0,0.4286,0,0,0,-1.1523,0,0,0,0,0,0,0,0
"X9",0,0.7882,0,0,0,0,0,0.3942,0.3178,0,0,0,0,0,0,0,0,0,0,-0.5186
"X10",0,0,0,0,0,-1.1828,0,0,0,-0.8674,0,0,0,0,0,0,0,0,0,0
