"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2598,0,0,0,0,0,0,0,0,0,0,0,0,0.7816,0,0,0,0,0,0
"X2",0,0.7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X3",0,0,0.4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4",0,0,0,0.7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X5",0,0,0,0.6338,1.1413,-0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X6",0,0,0,0,0,-0.7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6172
"X7",0,0,0,0,0,0,0.9896,0,0,-1.0699,0,0,0,0,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.7903,0,0,0,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.5696,0,0,0,0,0,0,0,0,-0.533,0,0
"X10",0,0,0,0,0,0,0,0,0,-3.499,0,0,0,0,0,-2.7807,0,0,0,0
