"file","lhs","op","rhs","beta","se","z","pval","level"
"data1","X1","~","X1lag",-0.702706044814468,0.00440297273030046,-159.598091529973,0,"group"
"data1","X2","~","X2lag",-1.03313748690624,0.0140890471772828,-73.3291239575144,0,"group"
"data1","X3","~","X3lag",-0.595769883587618,0.00561514571953257,-106.100520511018,0,"group"
"data1","X4","~","X4lag",1.15238934917891,0.00434724439953672,265.085015533453,0,"group"
"data1","X5","~","X5lag",0.613237764217227,0.00581722967406284,105.417492273248,0,"group"
"data1","X6","~","X6lag",0.634869058222439,0.00844286886881716,75.1958923070877,0,"group"
"data1","X5","~","X2lag",-0.670529446226171,0.0058522802247185,-114.575758589623,0,"group"
"data1","X4","~","X5lag",0.326777099059466,0.00440048670914794,74.2593082670029,0,"group"
"data1","X2","~","X3lag",-1.24080058185173,0.0139941051173604,-88.6659469430774,0,"group"
"data1","X3","~","X4lag",-1.55428633743666,0.00534097828799181,-291.011543883484,0,"group"
"data1","X1","~","X2lag",-0.464041893648616,0.00448754593702356,-103.406605784274,0,"group"
"data1","X5","~","X6lag",0.0600265344930895,0.00153449399204659,39.1181293665614,0,"group"
"data10","X1","~","X1lag",-0.702849328063274,0.00444998296706023,-157.944273779455,0,"group"
"data10","X2","~","X2lag",-1.02939272758819,0.0140459963190632,-73.287270208885,0,"group"
"data10","X3","~","X3lag",-0.599234619212928,0.00560204158960961,-106.967185021325,0,"group"
"data10","X4","~","X4lag",1.15323367028629,0.00437487859641608,263.603582332782,0,"group"
"data10","X5","~","X5lag",0.614498663119144,0.00582042713046282,105.576214484843,0,"group"
"data10","X6","~","X6lag",0.670577836748499,0.00778355401777215,86.1531679766559,0,"group"
"data10","X5","~","X2lag",-0.669880028078472,0.00584912218523113,-114.526591660181,0,"group"
"data10","X4","~","X5lag",0.328731511933845,0.0044260383123412,74.2721794832269,0,"group"
"data10","X2","~","X3lag",-1.23937448046094,0.013957238092602,-88.7979750892023,0,"group"
"data10","X3","~","X4lag",-1.5568467812679,0.00533085333678385,-292.044572024777,0,"group"
"data10","X1","~","X2lag",-0.46762618917781,0.00453310308619394,-103.158075227104,0,"group"
"data10","X5","~","X6lag",0.0600243626382666,0.00152476780646145,39.3662316215647,0,"group"
"data11","X1","~","X1lag",-0.705467689229311,0.00429001493202973,-164.444110430062,0,"group"
"data11","X2","~","X2lag",-1.02971149954246,0.0138506317035265,-74.3440098317171,0,"group"
"data11","X3","~","X3lag",-0.59061677399719,0.00581680228440865,-101.536333043376,0,"group"
"data11","X4","~","X4lag",1.15097632006106,0.00436873191581999,263.457758965059,0,"group"
"data11","X5","~","X5lag",0.617081447811065,0.00601148938475149,102.65034308741,0,"group"
"data11","X6","~","X6lag",0.649005384130356,0.0081861740959191,79.2806720851309,0,"group"
"data11","X5","~","X2lag",-0.685647363492052,0.00606335480566718,-113.080528101572,0,"group"
"data11","X4","~","X5lag",0.327606176220274,0.00442849677901245,73.9768351583469,0,"group"
"data11","X2","~","X3lag",-1.20079485491329,0.013770752701604,-87.1989266624056,0,"group"
"data11","X3","~","X4lag",-1.54695564085978,0.00550940314775835,-280.784614843298,0,"group"
"data11","X1","~","X2lag",-0.453060360846587,0.00437998748637411,-103.438734073107,0,"group"
"data11","X5","~","X6lag",0.0640577639629759,0.00162838307010544,39.3382645269261,0,"group"
"data12","X1","~","X1lag",-0.70317754519037,0.00423362356547718,-166.093544764912,0,"group"
"data12","X2","~","X2lag",-1.02560593792334,0.0136125218471793,-75.3428313605144,0,"group"
"data12","X3","~","X3lag",-0.606383399775069,0.00581213523497168,-104.33057306142,0,"group"
"data12","X4","~","X4lag",1.15311384852491,0.00441622272158601,261.108626358135,0,"group"
"data12","X5","~","X5lag",0.615076307770807,0.00618159986664246,99.5011519736048,0,"group"
"data12","X6","~","X6lag",0.663441068458283,0.00791820904373173,83.7867584442572,0,"group"
"data12","X5","~","X2lag",-0.70448865196477,0.00620769087490523,-113.486426138371,0,"group"
"data12","X4","~","X5lag",0.331201902045817,0.00447403571633599,74.0275498553807,0,"group"
"data12","X2","~","X3lag",-1.16575592907704,0.0135489200493119,-86.0405054302647,0,"group"
"data12","X3","~","X4lag",-1.55844875469132,0.00551307884445018,-282.6821089744,0,"group"
"data12","X1","~","X2lag",-0.45174513291051,0.00431844825296662,-104.608207959926,0,"group"
"data12","X5","~","X6lag",0.0623733198085945,0.00160400490771054,38.8859906280602,0,"group"
"data13","X1","~","X1lag",-0.703689374822562,0.00465747473146223,-151.088178765413,0,"group"
"data13","X2","~","X2lag",-1.03099087777093,0.0143389367737375,-71.9014871213629,0,"group"
"data13","X3","~","X3lag",-0.596470974863855,0.0053510965105212,-111.467056086746,0,"group"
"data13","X4","~","X4lag",1.15121452706542,0.00429315775185934,268.150995981182,0,"group"
"data13","X5","~","X5lag",0.615991045129378,0.00548695650042445,112.264612464438,0,"group"
"data13","X6","~","X6lag",0.656040828445878,0.00805631394024924,81.4318847690762,0,"group"
"data13","X5","~","X2lag",-0.63965513892907,0.00554202464370476,-115.419035470306,0,"group"
"data13","X4","~","X5lag",0.323094672541948,0.00433657487636442,74.5045760198693,0,"group"
"data13","X2","~","X3lag",-1.30739417138517,0.0142268799851451,-91.8960568128978,0,"group"
"data13","X3","~","X4lag",-1.55915423308594,0.00511491452000732,-304.825081042354,0,"group"
"data13","X1","~","X2lag",-0.484498755292707,0.0047296736081583,-102.43809519054,0,"group"
"data13","X5","~","X6lag",0.0567923643473474,0.00141460668371253,40.1471059067106,0,"group"
"data14","X1","~","X1lag",-0.703912634403659,0.00403818725754887,-174.314015054103,0,"group"
"data14","X2","~","X2lag",-1.0364205702135,0.0131984414690318,-78.5259814687449,0,"group"
"data14","X3","~","X3lag",-0.603752632950336,0.00590877833385715,-102.178927493497,0,"group"
"data14","X4","~","X4lag",1.15099599912586,0.00452467837213693,254.381837660267,0,"group"
"data14","X5","~","X5lag",0.614803183337068,0.00662680463705956,92.775208718069,0,"group"
"data14","X6","~","X6lag",0.643289498954417,0.0082906464939532,77.5921997667614,0,"group"
"data14","X5","~","X2lag",-0.751508250231526,0.00664909022867492,-113.024222019212,0,"group"
"data14","X4","~","X5lag",0.337124663723731,0.0045890838880712,73.4623013974635,0,"group"
"data14","X2","~","X3lag",-1.0888077632109,0.0131767577099754,-82.6309314609792,0,"group"
