"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data1",32.6739,25,40,0.1394,0.0078,0.0044,0.9999,0.9999,-3054.8147,-3315.4944,1697.7472,0.997,0.9951,0.9879,0.9816,0.6102,"converged normally"
"data10",27.1334,25,40,0.3493,0.0041,0.0067,1,1,-297.1086,-557.7883,318.8941,0.9973,0.9963,0.9916,0.988,0.5741,"converged normally"
"data11",20.1315,25,40,0.7399,0,0.0034,1.0001,1,-213.1037,-473.7835,276.8917,0.9974,0.9959,0.9903,0.9853,0.5903,"converged normally"
"data12",20.3342,25,40,0.7291,0,0.0029,1.0001,1,-3834.7767,-4095.4564,2087.7282,0.9969,0.9951,0.9882,0.9823,0.5898,"converged normally"
"data13",27.0771,25,40,0.352,0.0041,0.0031,1,1,-5542.3102,-5802.99,2941.495,0.9967,0.9944,0.9865,0.9796,0.5872,"converged normally"
"data14",22.3517,25,40,0.6154,0,0.0047,1,1,-2253.0596,-2513.7393,1296.8697,0.9972,0.9955,0.989,0.9842,0.589,"converged normally"
"data15",30.3801,25,40,0.2104,0.0066,0.0032,0.9999,1,-2180.0589,-2440.7386,1260.3693,0.9971,0.9955,0.9895,0.9841,0.5938,"converged normally"
"data16",40.5905,25,40,0.0253,0.0112,0.0032,0.9998,0.9999,-732.5194,-993.1991,536.5995,0.9971,0.996,0.9908,0.9861,0.5806,"converged normally"
"data17",22.2566,25,40,0.6209,0,0.0031,1,1,-2019.5013,-2280.181,1180.0905,0.997,0.996,0.9904,0.9855,0.5929,"converged normally"
"data18",18.2097,25,40,0.8334,0,0.0034,1.0001,1,-3542.7502,-3803.4299,1941.7149,0.9968,0.9946,0.9868,0.9816,0.6,"converged normally"
"data19",16.7604,25,40,0.8903,0,0.0024,1.0001,1,-2361.8843,-2622.564,1351.282,0.9969,0.9951,0.9886,0.9836,0.5795,"converged normally"
"data2",22.471,25,40,0.6084,0,0.0039,1,1,-5874.824,-6135.5038,3107.7519,0.9966,0.9945,0.9864,0.9791,0.5817,"converged normally"
"data20",30.4215,25,40,0.2089,0.0066,0.0041,0.9999,1,-1395.9384,-1656.6182,868.3091,0.9971,0.9954,0.9889,0.9837,0.5821,"converged normally"
"data21",34.9636,25,40,0.0889,0.0089,0.0033,0.9999,0.9999,-299.9954,-560.6751,320.3376,0.9974,0.996,0.9909,0.9861,0.5841,"converged normally"
"data22",45.553,25,40,0.0072,0.0128,0.0035,0.9997,0.9998,-1752.08,-2012.7598,1046.3799,0.997,0.9958,0.99,0.9847,0.5695,"converged normally"
"data23",18.0797,25,40,0.839,0,0.0013,1.0001,1,799.0503,538.3706,-229.1853,0.9974,0.9965,0.9918,0.9879,0.5844,"converged normally"
"data24",27.5583,25,40,0.3286,0.0045,0.0061,1,1,-1604.1295,-1864.8092,972.4046,0.9971,0.9956,0.9898,0.9851,0.5921,"converged normally"
"data25",28.2075,25,40,0.2984,0.0051,0.0043,1,1,-3106.2222,-3366.9019,1723.451,0.9969,0.9953,0.9886,0.9833,0.595,"converged normally"
"data26",22.2524,25,40,0.6211,0,0.0013,1,1,-3075.5844,-3336.2641,1708.132,0.9967,0.9949,0.9875,0.9812,0.5671,"converged normally"
"data27",22.9486,25,40,0.5806,0,0.0017,1,1,-4614.4385,-4875.1182,2477.5591,0.9968,0.9948,0.9871,0.9812,0.5969,"converged normally"
